prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,clean,15.092305,13.17704,1.915265,0.2053335,0.03024619,True,1,David,David | the | his | a | them,15.0923 | 14.9083 | 14.0141 | 13.7023 | 13.6447
"When Isla and Yara arrived at the cafe, Yara passed the package to","When Isla and Derek arrived at the cafe, Derek passed the package to",Isla,Yara,Derek,ABB,2,the cafe,package,1148,575,clean,12.034384,14.083629,-2.049245,0.01404534,0.10902046,False,9,Y,Y | her | the | a | them,14.0836 | 14.0655 | 14.0386 | 12.9280 | 12.8049
"As Jack and Isla walked through the gym, Isla offered the pen to","As Jack and Carol walked through the gym, Carol offered the pen to",Jack,Isla,Carol,ABB,6,the gym,pen,3619,1148,clean,17.206585,11.03647,6.170115,0.7867189,0.00164503,True,1,Jack,Jack | the | him | his | her,17.2066 | 13.7862 | 13.1640 | 13.1546 | 13.0686
"While Quinn and Ella were at the cafe, Ella delivered the bag to","While Quinn and Sam were at the cafe, Sam delivered the bag to",Quinn,Ella,Sam,ABB,5,the cafe,bag,16109,7122,clean,14.654218,12.50849,2.145728,0.20399334,0.02386372,True,1,Quinn,Quinn | her | the | a | Ell,14.6542 | 14.3026 | 14.0901 | 12.9261 | 12.5085
"Once Kate and Gina were at the hospital, Kate brought the note to","Once Amy and Gina were at the hospital, Amy brought the note to",Gina,Kate,Amy,BAB,4,the hospital,note,43002,16693,clean,16.016108,13.435366,2.580742,0.286984,0.0217298,True,1,Gina,Gina | her | the | Kate | me,16.0161 | 15.8319 | 14.4856 | 13.4354 | 12.9640
"Once Harry and Gina were at the library, Harry brought the phone to","Once Olivia and Gina were at the library, Olivia brought the phone to",Gina,Harry,Olivia,BAB,4,the library,phone,43002,5850,clean,14.028581,13.232115,0.796466,0.02195037,0.00989786,True,9,his,his | the | her | Hermione | Ginny,16.8192 | 15.7016 | 15.2950 | 14.9088 | 14.8344
"After Gina and Kate left the library, Gina sent the letter to","After Iris and Kate left the library, Iris sent the letter to",Kate,Gina,Iris,BAB,3,the library,letter,16693,43002,clean,14.94292,12.225382,2.717538,0.21137857,0.01395884,True,1,Kate,Kate | her | the | a | Gina,14.9429 | 14.7040 | 14.3744 | 12.3113 | 12.2254
"When Carol and Clara arrived at the beach, Clara passed the ticket to","When Carol and Mia arrived at the beach, Mia passed the ticket to",Carol,Clara,Mia,ABB,2,the beach,ticket,5074,27443,clean,10.936952,10.502023,0.434929,0.00630554,0.00408164,True,11,the,the | her | a | their | them,14.6203 | 13.3090 | 12.9089 | 11.9910 | 11.7623
"When Uma and Zach went to the office, Zach gave the trophy to","When Uma and Rose went to the office, Rose gave the trophy to",Uma,Zach,Rose,ABB,0,the office,trophy,471,18825,clean,16.359404,13.442985,2.916419,0.46269557,0.0250444,True,1,U,U | his | the | her | a,16.3594 | 14.4240 | 14.2451 | 13.5979 | 13.5908
"As Xander and Amy walked through the hospital, Amy offered the wallet to","As Xander and Ella walked through the hospital, Ella offered the wallet to",Xander,Amy,Ella,ABB,6,the hospital,wallet,46122,14235,clean,17.760141,13.625237,4.134905,0.69095248,0.01105813,True,1,Xander,Xander | the | her | them | Buffy,17.7601 | 15.2053 | 14.6540 | 14.1750 | 14.0103
"While Mia and Tara were at the school, Tara delivered the bag to","While Mia and Zach were at the school, Zach delivered the bag to",Mia,Tara,Zach,ABB,5,the school,bag,32189,37723,clean,14.121314,12.955789,1.165525,0.07625351,0.0237727,True,3,her,her | the | Mia | a | them,15.1416 | 14.6201 | 14.1213 | 13.1665 | 13.1029
"While Harry and Tara were at the store, Tara delivered the book to","While Harry and Derek were at the store, Derek delivered the book to",Harry,Tara,Derek,ABB,5,the store,book,5850,37723,clean,16.258093,12.964771,3.293322,0.36185855,0.01343592,True,1,Harry,Harry | the | her | them | him,16.2581 | 14.6525 | 14.6520 | 13.5610 | 13.4335
"Once Jack and Frank were at the museum, Jack brought the gift to","Once Ella and Frank were at the museum, Ella brought the gift to",Frank,Jack,Ella,BAB,4,the museum,gift,5278,3619,clean,15.006158,12.388832,2.617326,0.150892,0.01101479,True,2,his,his | Frank | the | him | them,15.0640 | 15.0062 | 14.8765 | 13.7689 | 13.6323
"As Henry and Zach walked through the store, Zach offered the phone to","As Henry and Gina walked through the store, Gina offered the phone to",Henry,Zach,Gina,ABB,6,the store,phone,8616,18825,clean,16.644207,14.620455,2.023752,0.53424603,0.07060523,True,1,Henry,Henry | Zach | the | his | a,16.6442 | 14.6205 | 14.1021 | 13.6551 | 13.1266
"When Brian and Amy went to the school, Brian gave the card to","When Zach and Amy went to the school, Zach gave the card to",Amy,Brian,Zach,BAB,0,the school,card,14235,8403,clean,18.079651,11.34386,6.735791,0.76799983,0.0009121,True,1,Amy,Amy | the | his | her | a,18.0797 | 15.2533 | 14.7802 | 14.7066 | 13.9513
"As Grace and Brian walked through the park, Brian offered the bag to","As Grace and Olivia walked through the park, Olivia offered the bag to",Grace,Brian,Olivia,ABB,6,the park,bag,16156,8403,clean,17.443243,15.190855,2.252388,0.57332426,0.0602838,True,1,Grace,Grace | Brian | them | the | her,17.4432 | 15.1909 | 15.1744 | 14.8368 | 14.7582
"When Ella and Jack visited the museum, Ella handed the ticket to","When Alice and Jack visited the museum, Alice handed the ticket to",Jack,Ella,Alice,BAB,1,the museum,ticket,3619,7122,clean,16.572329,10.133967,6.438361,0.52125823,0.00083351,True,1,Jack,Jack | the | her | them | their,16.5723 | 15.1796 | 14.1039 | 14.0172 | 13.3263
"When Henry and Rose arrived at the theater, Henry passed the note to","When Bob and Rose arrived at the theater, Bob passed the note to",Rose,Henry,Bob,BAB,2,the theater,note,8049,8616,clean,16.254333,10.954885,5.299449,0.48970476,0.00244575,True,1,Rose,Rose | his | the | her | a,16.2543 | 14.9735 | 14.5619 | 14.1629 | 13.5126
"As Derek and Frank walked through the park, Derek offered the wallet to","As Wendy and Frank walked through the park, Wendy offered the wallet to",Frank,Derek,Wendy,BAB,6,the park,wallet,5278,20893,clean,16.530926,10.901638,5.629288,0.50246423,0.00180442,True,1,Frank,Frank | the | his | a | them,16.5309 | 14.9739 | 14.5136 | 13.8321 | 13.4096
"After Xander and Yara left the store, Xander sent the key to","After Liam and Yara left the store, Liam sent the key to",Yara,Xander,Liam,BAB,3,the store,key,575,46122,clean,15.404958,13.026955,2.378003,0.29493296,0.02735078,True,1,Y,Y | the | his | Xander | a,15.4050 | 14.6254 | 14.0618 | 13.0270 | 12.4926
"When Rose and Isla visited the mall, Isla handed the map to","When Rose and Carol visited the mall, Carol handed the map to",Rose,Isla,Carol,ABB,1,the mall,map,8049,1148,clean,15.857023,11.491163,4.36586,0.42981941,0.00546031,True,1,Rose,Rose | the | her | them | him,15.8570 | 14.4015 | 14.3895 | 13.6249 | 13.1044
"Once Kate and Sam were at the market, Kate brought the trophy to","Once Carol and Sam were at the market, Carol brought the trophy to",Sam,Kate,Carol,BAB,4,the market,trophy,3409,16693,clean,15.336411,12.415752,2.920659,0.18126869,0.00977005,True,2,her,her | Sam | the | them | their,15.6248 | 15.3364 | 15.0236 | 13.6839 | 13.4130
"When Victor and Wendy arrived at the restaurant, Wendy passed the key to","When Victor and Derek arrived at the restaurant, Derek passed the key to",Victor,Wendy,Derek,ABB,2,the restaurant,key,12622,28314,clean,14.955159,10.938089,4.01707,0.14318073,0.00257806,True,2,the,the | Victor | her | their | a,16.1702 | 14.9552 | 14.0507 | 13.9229 | 13.8596
"When Brian and Liam went to the theater, Liam gave the pen to","When Brian and Yara went to the theater, Yara gave the pen to",Brian,Liam,Yara,ABB,0,the theater,pen,8403,31684,clean,16.856253,12.397357,4.458896,0.66640848,0.00771377,True,1,Brian,Brian | the | his | a | them,16.8563 | 14.1374 | 13.9684 | 13.4319 | 12.7758
"After Zach and Xander left the library, Zach sent the pen to","After Rose and Xander left the library, Rose sent the pen to",Xander,Zach,Rose,BAB,3,the library,pen,46122,18825,clean,14.7119,12.35518,2.35672,0.19579726,0.01854796,True,1,Xander,Xander | the | his | a | Zach,14.7119 | 14.0150 | 13.9393 | 12.5994 | 12.3552
"After Frank and Zach left the office, Zach sent the package to","After Frank and Gina left the office, Gina sent the package to",Frank,Zach,Gina,ABB,3,the office,package,5278,18825,clean,14.909218,13.883526,1.025692,0.17405348,0.06240657,True,1,Frank,Frank | his | the | Zach | a,14.9092 | 14.4927 | 14.0359 | 13.8835 | 12.5931
"Once Carol and Emma were at the park, Carol brought the key to","Once Wendy and Emma were at the park, Wendy brought the key to",Emma,Carol,Wendy,BAB,4,the park,key,18966,5074,clean,14.408936,12.037205,2.371731,0.07579345,0.00707297,True,3,the,the | her | Emma | a | their,16.1527 | 15.0894 | 14.4089 | 13.5065 | 13.3350
"When Olivia and Bob went to the restaurant, Olivia gave the package to","When Sam and Bob went to the restaurant, Sam gave the package to",Bob,Olivia,Sam,BAB,0,the restaurant,package,5811,33911,clean,16.709253,12.122965,4.586288,0.49050462,0.00499854,True,1,Bob,Bob | the | her | them | a,16.7093 | 14.9223 | 14.9099 | 14.3430 | 13.7018
"When Noah and Brian visited the museum, Brian handed the bag to","When Noah and Clara visited the museum, Clara handed the bag to",Noah,Brian,Clara,ABB,1,the museum,bag,18394,8403,clean,18.302132,13.84596,4.456172,0.81662375,0.00947831,True,1,Noah,Noah | the | them | his | Brian,18.3021 | 15.0479 | 14.6402 | 13.8629 | 13.8460
"When Yara and Quinn went to the theater, Yara gave the jacket to","When Alice and Quinn went to the theater, Alice gave the jacket to",Quinn,Yara,Alice,BAB,0,the theater,jacket,16109,575,clean,17.373949,12.177902,5.196047,0.81146318,0.00449422,True,1,Quinn,Quinn | her | the | a | his,17.3739 | 14.3203 | 14.1403 | 13.1754 | 12.3579
"After Gina and Emma left the market, Emma sent the book to","After Gina and Tara left the market, Tara sent the book to",Gina,Emma,Tara,ABB,3,the market,book,43002,18966,clean,14.171088,14.977854,-0.806766,0.07095867,0.15899347,False,3,her,her | Emma | Gina | the | a,15.0757 | 14.9779 | 14.1711 | 13.9306 | 13.2895
"When Tara and Gina visited the gym, Gina handed the wallet to","When Tara and Mia visited the gym, Mia handed the wallet to",Tara,Gina,Mia,ABB,1,the gym,wallet,37723,43002,clean,16.349884,12.016222,4.333662,0.44961542,0.00589869,True,1,Tara,Tara | the | her | them | a,16.3499 | 14.8498 | 14.8342 | 14.0091 | 13.2224
"While Isla and Yara were at the station, Yara delivered the trophy to","While Isla and Uma were at the station, Uma delivered the trophy to",Isla,Yara,Uma,ABB,5,the station,trophy,1148,575,clean,14.408248,12.88732,1.520928,0.2167232,0.04735595,True,1,Is,Is | the | her | Y | his,14.4082 | 13.6895 | 13.3325 | 12.8873 | 12.4814
"While Clara and Kate were at the office, Clara delivered the phone to","While Wendy and Kate were at the office, Wendy delivered the phone to",Kate,Clara,Wendy,BAB,5,the office,phone,16693,27443,clean,14.875257,12.514256,2.361002,0.16398726,0.01546821,True,1,Kate,Kate | her | the | a | Clara,14.8753 | 14.6184 | 14.2404 | 13.1972 | 12.5143
"Once Wendy and Tara were at the office, Wendy brought the wallet to","Once Ella and Tara were at the office, Ella brought the wallet to",Tara,Wendy,Ella,BAB,4,the office,wallet,37723,28314,clean,14.650166,12.519587,2.130579,0.07743429,0.00919676,True,3,her,her | the | Tara | them | me,16.0849 | 15.5623 | 14.6502 | 14.2353 | 13.6952
"While Grace and Clara were at the restaurant, Clara delivered the trophy to","While Grace and Kate were at the restaurant, Kate delivered the trophy to",Grace,Clara,Kate,ABB,5,the restaurant,trophy,16156,27443,clean,13.787794,12.646051,1.141743,0.07346959,0.02345606,True,3,her,her | the | Grace | a | Clara,14.6372 | 14.3432 | 13.7878 | 12.8708 | 12.6461
"When David and Mia went to the market, David gave the book to","When Paul and Mia went to the market, Paul gave the book to",Mia,David,Paul,BAB,0,the market,book,32189,3271,clean,15.56304,12.445689,3.117351,0.30025724,0.01329368,True,1,Mia,Mia | his | the | a | her,15.5630 | 14.8422 | 14.2508 | 14.0575 | 13.4557
"After Xander and Sam left the theater, Sam sent the bag to","After Xander and Yara left the theater, Yara sent the bag to",Xander,Sam,Yara,ABB,3,the theater,bag,46122,3409,clean,15.312831,14.012651,1.300179,0.21400386,0.05831239,True,1,Xander,Xander | the | his | Sam | a,15.3128 | 14.7475 | 14.0644 | 14.0127 | 13.1937
"While Liam and Isla were at the museum, Liam delivered the bag to","While Yara and Isla were at the museum, Yara delivered the bag to",Isla,Liam,Yara,BAB,5,the museum,bag,1148,31684,clean,16.691572,12.879308,3.812264,0.64483094,0.01424953,True,1,Is,Is | the | his | Liam | a,16.6916 | 14.2148 | 14.1487 | 12.8793 | 12.6990
"Once Isla and Bob were at the office, Bob brought the jacket to","Once Isla and Gina were at the office, Gina brought the jacket to",Isla,Bob,Gina,ABB,4,the office,jacket,1148,5811,clean,12.036178,14.493367,-2.45719,0.00975535,0.11386411,False,11,the,the | Bob | me | his | him,14.7387 | 14.4934 | 13.8894 | 13.8011 | 13.0263
"When Gina and Mia visited the library, Mia handed the bag to","When Gina and Isla visited the library, Isla handed the bag to",Gina,Mia,Isla,ABB,1,the library,bag,43002,32189,clean,15.89876,13.400052,2.498708,0.31462899,0.02585972,True,1,Gina,Gina | her | the | a | them,15.8988 | 15.0956 | 14.9090 | 13.6132 | 13.4238
"When Mia and Tara went to the cafe, Mia gave the phone to","When Xander and Tara went to the cafe, Xander gave the phone to",Tara,Mia,Xander,BAB,0,the cafe,phone,37723,32189,clean,15.554045,12.742318,2.811727,0.28816873,0.01731927,True,1,Tara,Tara | her | the | a | them,15.5540 | 14.8334 | 14.7210 | 13.8033 | 12.7489
"When Carol and Liam arrived at the theater, Carol passed the phone to","When Sam and Liam arrived at the theater, Sam passed the phone to",Liam,Carol,Sam,BAB,2,the theater,phone,31684,5074,clean,16.50823,11.176092,5.332138,0.54405916,0.00262983,True,1,Liam,Liam | her | a | the | them,16.5082 | 14.6528 | 14.2048 | 14.1125 | 13.1883
"When Quinn and Harry arrived at the library, Quinn passed the jacket to","When Kate and Harry arrived at the library, Kate passed the jacket to",Harry,Quinn,Kate,BAB,2,the library,jacket,5850,16109,clean,17.435555,9.570647,7.864907,0.74091786,0.0002845,True,1,Harry,Harry | the | her | a | Hermione,17.4356 | 14.7520 | 14.3670 | 13.7066 | 13.4634
"When Paul and Ella went to the museum, Paul gave the trophy to","When Tara and Ella went to the museum, Tara gave the trophy to",Ella,Paul,Tara,BAB,0,the museum,trophy,7122,3362,clean,15.784509,12.906149,2.87836,0.41749376,0.02347438,True,1,Ell,Ell | the | his | a | their,15.7845 | 14.1322 | 14.0074 | 13.5092 | 13.1753
"When Xander and Uma visited the hospital, Xander handed the key to","When Quinn and Uma visited the hospital, Quinn handed the key to",Uma,Xander,Quinn,BAB,1,the hospital,key,471,46122,clean,16.413326,13.526793,2.886533,0.39333424,0.02193595,True,1,U,U | the | his | her | their,16.4133 | 15.6995 | 14.6139 | 13.7058 | 13.6430
"As Zach and Frank walked through the school, Frank offered the map to","As Zach and Victor walked through the school, Victor offered the map to",Zach,Frank,Victor,ABB,6,the school,map,18825,5278,clean,15.606949,13.240641,2.366308,0.25488368,0.02391484,True,1,Zach,Zach | them | the | their | his,15.6069 | 15.1459 | 14.8196 | 13.2807 | 13.2469
"When Yara and Zach went to the beach, Zach gave the jacket to","When Yara and Mia went to the beach, Mia gave the jacket to",Yara,Zach,Mia,ABB,0,the beach,jacket,575,18825,clean,16.293407,13.412976,2.880431,0.43549857,0.02443607,True,1,Y,Y | the | his | her | a,16.2934 | 14.3108 | 13.8287 | 13.6044 | 13.5528
"After Tara and Paul left the restaurant, Tara sent the bag to","After Carol and Paul left the restaurant, Carol sent the bag to",Paul,Tara,Carol,BAB,3,the restaurant,bag,3362,37723,clean,14.325167,12.679769,1.645398,0.11242907,0.02169159,True,3,the,the | her | Paul | a | Tara,14.7427 | 14.5839 | 14.3252 | 13.2873 | 12.6798
"While Carol and Wendy were at the office, Wendy delivered the phone to","While Carol and Noah were at the office, Noah delivered the phone to",Carol,Wendy,Noah,ABB,5,the office,phone,5074,28314,clean,15.758855,12.399843,3.359012,0.31801999,0.01105743,True,1,Carol,Carol | her | the | a | their,15.7589 | 14.5730 | 14.4413 | 13.4420 | 12.4771
"When Zach and Clara arrived at the library, Clara passed the ticket to","When Zach and Yara arrived at the library, Yara passed the ticket to",Zach,Clara,Yara,ABB,2,the library,ticket,18825,27443,clean,14.330906,10.476654,3.854252,0.150985,0.00319929,True,1,Zach,Zach | the | her | them | a,14.3309 | 14.2453 | 13.6777 | 13.1238 | 13.0646
"Once Ella and Fred were at the mall, Ella brought the letter to","Once Alice and Fred were at the mall, Alice brought the letter to",Fred,Ella,Alice,BAB,4,the mall,letter,8559,7122,clean,15.150943,12.81875,2.332192,0.20567267,0.01996725,True,1,Fred,Fred | the | her | them | him,15.1509 | 14.4588 | 14.3955 | 13.3175 | 13.1604
"After Amy and Olivia left the market, Olivia sent the trophy to","After Amy and Harry left the market, Harry sent the trophy to",Amy,Olivia,Harry,ABB,3,the market,trophy,14235,33911,clean,13.883361,13.141871,0.741489,0.06551585,0.031212,True,3,her,her | the | Amy | Olivia | a,14.9638 | 13.9265 | 13.8834 | 13.1419 | 12.8780
"As Victor and Mia walked through the museum, Victor offered the book to","As Grace and Mia walked through the museum, Grace offered the book to",Mia,Victor,Grace,BAB,6,the museum,book,32189,12622,clean,16.566433,12.031465,4.534968,0.6282233,0.00673911,True,1,Mia,Mia | the | his | her | him,16.5664 | 14.1130 | 14.0375 | 13.8743 | 13.1848
"When Wendy and Ella arrived at the cafe, Wendy passed the letter to","When Gina and Ella arrived at the cafe, Gina passed the letter to",Ella,Wendy,Gina,BAB,2,the cafe,letter,7122,28314,clean,14.465023,12.805225,1.659798,0.13329832,0.02535034,True,2,her,her | Ell | the | a | them,15.3455 | 14.4650 | 14.2311 | 13.3671 | 13.2503
"Once Olivia and Alice were at the theater, Olivia brought the key to","Once Quinn and Alice were at the theater, Quinn brought the key to",Alice,Olivia,Quinn,BAB,4,the theater,key,14862,33911,clean,14.188169,11.744009,2.44416,0.0469593,0.00407602,True,3,the,the | her | Alice | a | their,16.5760 | 15.4011 | 14.1882 | 13.8191 | 13.4284
"While Emma and Wendy were at the school, Wendy delivered the phone to","While Emma and Paul were at the school, Paul delivered the phone to",Emma,Wendy,Paul,ABB,5,the school,phone,18966,28314,clean,14.945976,12.720971,2.225005,0.16970094,0.01833905,True,2,her,her | Emma | the | a | Wendy,14.9787 | 14.9460 | 14.6356 | 13.6864 | 12.7210
"Once Harry and Alice were at the store, Harry brought the note to","Once Henry and Alice were at the store, Henry brought the note to",Alice,Harry,Henry,BAB,4,the store,note,14862,5850,clean,16.926613,14.363136,2.563477,0.30829743,0.02375014,True,1,Alice,Alice | Hermione | his | them | the,16.9266 | 15.6701 | 15.5549 | 15.4562 | 15.3799
"As Liam and Mia walked through the hospital, Mia offered the trophy to","As Liam and Iris walked through the hospital, Iris offered the trophy to",Liam,Mia,Iris,ABB,6,the hospital,trophy,31684,32189,clean,15.483232,13.571983,1.911248,0.27505794,0.04067988,True,1,Liam,Liam | her | the | Mia | him,15.4832 | 14.4817 | 14.4487 | 13.5720 | 13.5330
"After Amy and Rose left the park, Amy sent the phone to","After Yara and Rose left the park, Yara sent the phone to",Rose,Amy,Yara,BAB,3,the park,phone,8049,14235,clean,13.947741,14.002787,-0.055046,0.06540892,0.06911036,False,4,her,her | the | Amy | Rose | a,15.3426 | 14.6135 | 14.0028 | 13.9477 | 13.2924
"While David and Uma were at the restaurant, David delivered the package to","While Alice and Uma were at the restaurant, Alice delivered the package to",Uma,David,Alice,BAB,5,the restaurant,package,471,3271,clean,16.023821,12.620365,3.403456,0.31418192,0.01044911,True,1,U,U | his | the | her | a,16.0238 | 15.3888 | 14.7747 | 14.2737 | 13.7434
"As Zach and Xander walked through the museum, Xander offered the book to","As Zach and Frank walked through the museum, Frank offered the book to",Zach,Xander,Frank,ABB,6,the museum,book,18825,46122,clean,16.06892,14.891827,1.177094,0.24900639,0.07673708,True,1,Zach,Zach | the | them | Xander | his,16.0689 | 15.0780 | 15.0440 | 14.8918 | 14.1495
"As Ella and Fred walked through the store, Fred offered the gift to","As Ella and Clara walked through the store, Clara offered the gift to",Ella,Fred,Clara,ABB,6,the store,gift,7122,8559,clean,15.484533,13.895512,1.589022,0.22905691,0.04675629,True,1,Ell,Ell | the | her | his | Fred,15.4845 | 14.6417 | 14.6037 | 14.2065 | 13.8955
"While Zach and Frank were at the restaurant, Zach delivered the jacket to","While Gina and Frank were at the restaurant, Gina delivered the jacket to",Frank,Zach,Gina,BAB,5,the restaurant,jacket,5278,18825,clean,15.222261,10.742422,4.479839,0.25330737,0.0028713,True,1,Frank,Frank | the | his | a | their,15.2223 | 14.6802 | 14.5806 | 13.8522 | 12.9148
"When Amy and Sam visited the gym, Sam handed the package to","When Amy and Jack visited the gym, Jack handed the package to",Amy,Sam,Jack,ABB,1,the gym,package,14235,3409,clean,18.367516,15.653927,2.713589,0.75497234,0.0500535,True,1,Amy,Amy | Sam | her | the | his,18.3675 | 15.6539 | 15.2382 | 15.0528 | 14.3561
"After Henry and Bob left the hospital, Bob sent the note to","After Henry and Liam left the hospital, Liam sent the note to",Henry,Bob,Liam,ABB,3,the hospital,note,8616,5811,clean,15.847296,14.185292,1.662004,0.31189635,0.05918496,True,1,Henry,Henry | his | Bob | the | Mary,15.8473 | 14.6862 | 14.1853 | 14.1045 | 12.4383
"While Liam and Iris were at the theater, Iris delivered the ticket to","While Liam and Emma were at the theater, Emma delivered the ticket to",Liam,Iris,Emma,ABB,5,the theater,ticket,31684,34230,clean,14.421351,11.966452,2.4549,0.1504087,0.01291587,True,2,the,the | Liam | her | them | a,14.6069 | 14.4214 | 13.4084 | 12.9762 | 12.7661
"When Bob and Paul went to the park, Paul gave the pen to","When Bob and Noah went to the park, Noah gave the pen to",Bob,Paul,Noah,ABB,0,the park,pen,5811,3362,clean,15.408573,12.1532,3.255373,0.31702793,0.01222664,True,1,Bob,Bob | the | a | his | them,15.4086 | 14.0488 | 13.8426 | 13.7358 | 12.8069
"When Amy and Iris arrived at the cafe, Amy passed the jacket to","When Gina and Iris arrived at the cafe, Gina passed the jacket to",Iris,Amy,Gina,BAB,2,the cafe,jacket,34230,14235,clean,16.267599,12.381371,3.886228,0.38046327,0.0078081,True,1,Iris,Iris | her | the | a | them,16.2676 | 15.6830 | 14.8791 | 14.0802 | 13.0779
"After Victor and Iris left the market, Victor sent the bag to","After Ella and Iris left the market, Ella sent the bag to",Iris,Victor,Ella,BAB,3,the market,bag,34230,12622,clean,15.685562,12.396522,3.289041,0.49988517,0.01864052,True,1,Iris,Iris | the | his | Victor | her,15.6856 | 13.9155 | 13.1810 | 12.3965 | 12.2639
"Once Brian and Wendy were at the store, Wendy brought the trophy to","Once Brian and Emma were at the store, Emma brought the trophy to",Brian,Wendy,Emma,ABB,4,the store,trophy,8403,28314,clean,15.835279,14.312201,1.523079,0.18622589,0.04060461,True,1,Brian,Brian | her | the | them | him,15.8353 | 15.4736 | 15.2832 | 14.6350 | 14.5287
"Once Victor and Olivia were at the station, Victor brought the jacket to","Once Harry and Olivia were at the station, Harry brought the jacket to",Olivia,Victor,Harry,BAB,4,the station,jacket,33911,12622,clean,14.979687,11.886829,3.092857,0.15721282,0.00713308,True,2,the,the | Olivia | her | his | him,15.0599 | 14.9797 | 14.6358 | 14.5793 | 13.8322
"Once Xander and Liam were at the museum, Xander brought the note to","Once Jack and Liam were at the museum, Jack brought the note to",Liam,Xander,Jack,BAB,4,the museum,note,31684,46122,clean,14.913198,12.518707,2.394491,0.10891151,0.00993481,True,1,Liam,Liam | him | the | his | them,14.9132 | 14.8042 | 14.6616 | 14.6418 | 14.5787
"When Olivia and Ella arrived at the beach, Olivia passed the trophy to","When Frank and Ella arrived at the beach, Frank passed the trophy to",Ella,Olivia,Frank,BAB,2,the beach,trophy,7122,33911,clean,14.696087,12.450526,2.245561,0.10953982,0.01159678,True,2,her,her | Ell | the | a | them,15.5357 | 14.6961 | 14.6598 | 14.1657 | 12.5831
"While Gina and Ella were at the park, Ella delivered the key to","While Gina and Kate were at the park, Kate delivered the key to",Gina,Ella,Kate,ABB,5,the park,key,43002,7122,clean,13.645742,10.546631,3.099112,0.08279682,0.00373325,True,2,the,the | Gina | her | a | their,15.0957 | 13.6457 | 13.3588 | 12.6124 | 12.1707
"When Rose and Harry went to the cafe, Harry gave the package to","When Rose and Sam went to the cafe, Sam gave the package to",Rose,Harry,Sam,ABB,0,the cafe,package,8049,5850,clean,16.390499,14.125491,2.265008,0.41127095,0.04270194,True,1,Rose,Rose | the | his | Harry | her,16.3905 | 15.0003 | 14.5464 | 14.1255 | 14.0588
"Once Mia and Xander were at the theater, Mia brought the key to","Once Sam and Xander were at the theater, Sam brought the key to",Xander,Mia,Sam,BAB,4,the theater,key,46122,32189,clean,14.174705,12.42838,1.746325,0.04848419,0.00845631,True,3,the,the | her | Xander | a | their,16.5330 | 15.3298 | 14.1747 | 13.7893 | 13.6128
"Once Liam and Iris were at the mall, Iris brought the map to","Once Liam and Brian were at the mall, Brian brought the map to",Liam,Iris,Brian,ABB,4,the mall,map,31684,34230,clean,14.255762,12.731389,1.524373,0.06544511,0.01425117,True,5,them,them | her | the | him | Liam,15.1873 | 14.9892 | 14.8393 | 14.6709 | 14.2558
"When Quinn and Mia went to the hospital, Mia gave the package to","When Quinn and Brian went to the hospital, Brian gave the package to",Quinn,Mia,Brian,ABB,0,the hospital,package,16109,32189,clean,15.014645,12.153165,2.86148,0.29547718,0.01689659,True,1,Quinn,Quinn | her | the | a | them,15.0146 | 14.3218 | 13.7750 | 12.7460 | 12.6577
"Once Clara and Gina were at the store, Gina brought the jacket to","Once Clara and Olivia were at the store, Olivia brought the jacket to",Clara,Gina,Olivia,ABB,4,the store,jacket,27443,43002,clean,14.798738,14.763013,0.035726,0.08614159,0.08311845,True,3,her,her | the | Clara | Gina | me,15.5999 | 15.3242 | 14.7987 | 14.7630 | 13.8906
"While Iris and Harry were at the school, Harry delivered the note to","While Iris and Frank were at the school, Frank delivered the note to",Iris,Harry,Frank,ABB,5,the school,note,34230,5850,clean,16.150284,13.740134,2.41015,0.35533503,0.03190975,True,1,Iris,Iris | the | his | her | Professor,16.1503 | 14.8378 | 14.5333 | 14.1598 | 13.8183
"When Clara and Harry went to the station, Clara gave the bag to","When Alice and Harry went to the station, Alice gave the bag to",Harry,Clara,Alice,BAB,0,the station,bag,5850,27443,clean,17.37019,10.594019,6.776171,0.62869751,0.00071711,True,1,Harry,Harry | the | her | them | Hermione,17.3702 | 15.2139 | 14.8321 | 14.3641 | 13.3838
"As Frank and Fred walked through the hospital, Fred offered the wallet to","As Frank and Emma walked through the hospital, Emma offered the wallet to",Frank,Fred,Emma,ABB,6,the hospital,wallet,5278,8559,clean,16.859442,15.286091,1.573351,0.50299424,0.10429546,True,1,Frank,Frank | Fred | the | his | a,16.8594 | 15.2861 | 14.9889 | 13.6102 | 13.3885
"Once Alice and Paul were at the theater, Alice brought the jacket to","Once Carol and Paul were at the theater, Carol brought the jacket to",Paul,Alice,Carol,BAB,4,the theater,jacket,3362,14862,clean,14.601764,14.248314,0.35345,0.0675934,0.04746822,True,3,the,the | her | Paul | Alice | me,15.7450 | 15.7395 | 14.6018 | 14.2483 | 13.7246
