prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,corrupted,15.394979,8.841785,6.553194,0.22920315,0.00032674,True,1,David,David | the | his | a | Harry,15.3950 | 15.0127 | 14.5695 | 13.7033 | 13.4761
"When Bob and Paul went to the park, Paul gave the pen to","When Bob and Noah went to the park, Noah gave the pen to",Bob,Paul,Noah,ABB,0,the park,pen,5811,3362,corrupted,15.776738,9.928298,5.84844,0.35398459,0.00102103,True,1,Bob,Bob | Noah | the | his | a,15.7767 | 14.4820 | 14.2334 | 14.1837 | 13.8078
"When Amy and Iris arrived at the cafe, Amy passed the jacket to","When Gina and Iris arrived at the cafe, Gina passed the jacket to",Iris,Amy,Gina,BAB,2,the cafe,jacket,34230,14235,corrupted,16.449429,8.659193,7.790236,0.50771803,0.00021007,True,1,Iris,Iris | her | the | a | them,16.4494 | 15.3419 | 14.6258 | 13.4606 | 12.9072
"After Victor and Iris left the market, Victor sent the bag to","After Ella and Iris left the market, Ella sent the bag to",Iris,Victor,Ella,BAB,3,the market,bag,34230,12622,corrupted,13.801214,7.949907,5.851307,0.1325642,0.00038127,True,1,Iris,Iris | the | her | a | their,13.8012 | 13.7630 | 13.6610 | 12.2609 | 11.1156
"Once Brian and Wendy were at the store, Wendy brought the trophy to","Once Brian and Emma were at the store, Emma brought the trophy to",Brian,Wendy,Emma,ABB,4,the store,trophy,8403,28314,corrupted,15.972791,9.403206,6.569585,0.21067324,0.00029544,True,1,Brian,Brian | her | the | him | them,15.9728 | 15.7704 | 15.1192 | 14.4252 | 14.1844
"Once Victor and Olivia were at the station, Victor brought the jacket to","Once Harry and Olivia were at the station, Harry brought the jacket to",Olivia,Victor,Harry,BAB,4,the station,jacket,33911,12622,corrupted,16.53627,8.867808,7.668462,0.29452571,0.00013764,True,1,Olivia,Olivia | the | his | her | Hermione,16.5363 | 15.7887 | 15.6850 | 14.8379 | 14.4944
"Once Xander and Liam were at the museum, Xander brought the note to","Once Jack and Liam were at the museum, Jack brought the note to",Liam,Xander,Jack,BAB,4,the museum,note,31684,46122,corrupted,14.929576,5.909889,9.019687,0.15588941,1.886e-05,True,1,Liam,Liam | his | the | them | him,14.9296 | 14.4119 | 14.3484 | 13.9659 | 13.9592
"When Olivia and Ella arrived at the beach, Olivia passed the trophy to","When Frank and Ella arrived at the beach, Frank passed the trophy to",Ella,Olivia,Frank,BAB,2,the beach,trophy,7122,33911,corrupted,15.530544,9.324814,6.20573,0.28380859,0.00057268,True,1,Ell,Ell | the | his | a | their,15.5305 | 14.4508 | 14.2820 | 13.7923 | 13.6643
"While Gina and Ella were at the park, Ella delivered the key to","While Gina and Kate were at the park, Kate delivered the key to",Gina,Ella,Kate,ABB,5,the park,key,43002,7122,corrupted,13.919372,7.129401,6.78997,0.08942323,0.0001006,True,3,the,the | her | Gina | a | their,15.3513 | 13.9208 | 13.9194 | 12.9247 | 12.4777
"When Rose and Harry went to the cafe, Harry gave the package to","When Rose and Sam went to the cafe, Sam gave the package to",Rose,Harry,Sam,ABB,0,the cafe,package,8049,5850,corrupted,17.012686,10.063931,6.948754,0.60857195,0.00058413,True,1,Rose,Rose | Sam | the | her | his,17.0127 | 14.4733 | 14.4613 | 14.3243 | 13.8548
"Once Mia and Xander were at the theater, Mia brought the key to","Once Sam and Xander were at the theater, Sam brought the key to",Xander,Mia,Sam,BAB,4,the theater,key,46122,32189,corrupted,13.656856,7.48739,6.169466,0.03637866,7.612e-05,True,4,the,the | his | a | Xander | their,16.2871 | 14.8777 | 13.6793 | 13.6569 | 13.3363
"Once Liam and Iris were at the mall, Iris brought the map to","Once Liam and Brian were at the mall, Brian brought the map to",Liam,Iris,Brian,ABB,4,the mall,map,31684,34230,corrupted,14.220759,6.522209,7.69855,0.05345531,2.424e-05,True,5,them,them | him | the | his | Liam,15.5126 | 15.3224 | 14.9496 | 14.4812 | 14.2208
"When Quinn and Mia went to the hospital, Mia gave the package to","When Quinn and Brian went to the hospital, Brian gave the package to",Quinn,Mia,Brian,ABB,0,the hospital,package,16109,32189,corrupted,17.142014,8.654193,8.487821,0.69233906,0.0001426,True,1,Quinn,Quinn | her | the | his | them,17.1420 | 14.5596 | 14.1277 | 13.7043 | 13.4590
"Once Clara and Gina were at the store, Gina brought the jacket to","Once Clara and Olivia were at the store, Olivia brought the jacket to",Clara,Gina,Olivia,ABB,4,the store,jacket,27443,43002,corrupted,14.332284,8.900344,5.43194,0.05954227,0.00026047,True,3,her,her | the | Clara | Olivia | them,15.5908 | 15.3762 | 14.3323 | 13.9275 | 13.5417
"While Iris and Harry were at the school, Harry delivered the note to","While Iris and Frank were at the school, Frank delivered the note to",Iris,Harry,Frank,ABB,5,the school,note,34230,5850,corrupted,15.908524,10.330738,5.577785,0.3733387,0.00141157,True,1,Iris,Iris | the | her | his | a,15.9085 | 14.4921 | 14.3262 | 13.8988 | 13.1316
"When Clara and Harry went to the station, Clara gave the bag to","When Alice and Harry went to the station, Alice gave the bag to",Harry,Clara,Alice,BAB,0,the station,bag,5850,27443,corrupted,17.120407,7.907872,9.212535,0.48302588,4.82e-05,True,1,Harry,Harry | the | her | them | Ron,17.1204 | 15.5291 | 15.1362 | 14.8464 | 14.0477
"As Frank and Fred walked through the hospital, Fred offered the wallet to","As Frank and Emma walked through the hospital, Emma offered the wallet to",Frank,Fred,Emma,ABB,6,the hospital,wallet,5278,8559,corrupted,17.024172,11.59308,5.431092,0.56229115,0.00246189,True,1,Frank,Frank | the | her | them | Emma,17.0242 | 14.9864 | 14.5638 | 13.7146 | 13.3794
"Once Alice and Paul were at the theater, Alice brought the jacket to","Once Carol and Paul were at the theater, Carol brought the jacket to",Paul,Alice,Carol,BAB,4,the theater,jacket,3362,14862,corrupted,14.733298,9.524519,5.208779,0.10847001,0.00059315,True,3,the,the | her | Paul | me | a,15.4615 | 14.8044 | 14.7333 | 13.7722 | 13.5041
"When Sam and Henry went to the gym, Henry gave the letter to","When Sam and Zach went to the gym, Zach gave the letter to",Sam,Henry,Zach,ABB,0,the gym,letter,3409,8616,corrupted,15.325736,7.528781,7.796955,0.33434266,0.00013741,True,1,Sam,Sam | his | the | Dean | them,15.3257 | 14.1667 | 14.1370 | 12.8339 | 12.7498
"Once Victor and Noah were at the market, Noah brought the key to","Once Victor and Quinn were at the market, Quinn brought the key to",Victor,Noah,Quinn,ABB,4,the market,key,12622,18394,corrupted,14.416113,5.062497,9.353616,0.17649464,1.529e-05,True,2,the,the | Victor | his | her | their,14.9205 | 14.4161 | 13.3000 | 12.9305 | 12.6020
"When Ella and Harry went to the school, Ella gave the bag to","When Alice and Harry went to the school, Alice gave the bag to",Harry,Ella,Alice,BAB,0,the school,bag,5850,7122,corrupted,17.119316,6.731232,10.388084,0.47797,1.472e-05,True,1,Harry,Harry | the | her | them | Ron,17.1193 | 15.5675 | 15.4050 | 14.8365 | 13.7593
"Once Xander and Victor were at the restaurant, Xander brought the ticket to","Once Quinn and Victor were at the restaurant, Quinn brought the ticket to",Victor,Xander,Quinn,BAB,4,the restaurant,ticket,12622,46122,corrupted,15.150303,6.785347,8.364955,0.19016166,4.429e-05,True,2,the,the | Victor | her | him | his,15.3188 | 15.1503 | 14.2093 | 13.4203 | 13.2556
"As Brian and Grace walked through the library, Grace offered the card to","As Brian and Xander walked through the library, Xander offered the card to",Brian,Grace,Xander,ABB,6,the library,card,8403,16156,corrupted,16.488186,8.880594,7.607592,0.34216455,0.00016994,True,1,Brian,Brian | them | the | Xander | his,16.4882 | 15.2348 | 15.0860 | 14.6825 | 14.2380
"When Carol and Victor went to the store, Carol gave the letter to","When Frank and Victor went to the store, Frank gave the letter to",Victor,Carol,Frank,BAB,0,the store,letter,12622,5074,corrupted,17.035021,8.371326,8.663694,0.66860592,0.0001155,True,1,Victor,Victor | the | his | a | them,17.0350 | 14.7885 | 14.0171 | 13.4396 | 13.1924
"When Rose and Clara visited the park, Clara handed the book to","When Rose and Paul visited the park, Paul handed the book to",Rose,Clara,Paul,ABB,1,the park,book,8049,27443,corrupted,16.904306,7.63073,9.273577,0.5778026,5.424e-05,True,1,Rose,Rose | the | her | his | a,16.9043 | 14.7578 | 14.3318 | 14.0696 | 13.8894
"As Harry and Grace walked through the station, Harry offered the key to","As Rose and Grace walked through the station, Rose offered the key to",Grace,Harry,Rose,BAB,6,the station,key,16156,5850,corrupted,8.600841,8.140445,0.460396,0.00043037,0.00027158,True,101,the,the | her | their | a | unlocking,15.4844 | 14.2721 | 13.6361 | 13.0981 | 12.1450
"When Victor and Carol went to the store, Carol gave the phone to","When Victor and Bob went to the store, Bob gave the phone to",Victor,Carol,Bob,ABB,0,the store,phone,12622,5074,corrupted,17.774849,9.915507,7.859342,0.77925974,0.00030089,True,1,Victor,Victor | the | a | them | his,17.7748 | 14.6291 | 13.8932 | 13.7609 | 13.5777
"When David and Uma visited the beach, David handed the jacket to","When Bob and Uma visited the beach, Bob handed the jacket to",Uma,David,Bob,BAB,1,the beach,jacket,471,3271,corrupted,16.804001,9.241949,7.562052,0.49554709,0.00025759,True,1,U,U | the | his | her | them,16.8040 | 15.1188 | 14.8992 | 14.2216 | 14.0887
"When Quinn and Bob visited the school, Bob handed the map to","When Quinn and Frank visited the school, Frank handed the map to",Quinn,Bob,Frank,ABB,1,the school,map,16109,5811,corrupted,16.884533,9.417011,7.467522,0.63978732,0.00036554,True,1,Quinn,Quinn | the | her | them | his,16.8845 | 14.6235 | 14.1170 | 13.9944 | 13.3392
"As Victor and Derek walked through the store, Victor offered the map to","As Xander and Derek walked through the store, Xander offered the map to",Derek,Victor,Xander,BAB,6,the store,map,20893,12622,corrupted,15.495127,8.355884,7.139243,0.24691696,0.00019589,True,1,Derek,Derek | the | them | his | him,15.4951 | 15.1261 | 14.5857 | 14.2672 | 13.3797
"While Paul and Iris were at the station, Paul delivered the jacket to","While Quinn and Iris were at the station, Quinn delivered the jacket to",Iris,Paul,Quinn,BAB,5,the station,jacket,34230,3362,corrupted,15.590199,8.037362,7.552836,0.45440519,0.00023839,True,1,Iris,Iris | the | her | a | his,15.5902 | 13.9651 | 13.9207 | 12.7048 | 11.7257
"Once Uma and Wendy were at the hospital, Wendy brought the key to","Once Uma and Emma were at the hospital, Emma brought the key to",Uma,Wendy,Emma,ABB,4,the hospital,key,471,28314,corrupted,13.630069,7.309001,6.321068,0.03440925,6.187e-05,True,4,the,the | her | Emma | U | their,16.0904 | 15.3242 | 13.6675 | 13.6301 | 13.4731
"When Sam and Carol arrived at the restaurant, Sam passed the gift to","When Bob and Carol arrived at the restaurant, Bob passed the gift to",Carol,Sam,Bob,BAB,2,the restaurant,gift,5074,3409,corrupted,17.013857,9.098282,7.915575,0.53434956,0.00019505,True,1,Carol,Carol | his | the | her | a,17.0139 | 15.2296 | 15.0866 | 14.4623 | 14.2744
"Once Gina and Fred were at the park, Gina brought the key to","Once Henry and Fred were at the park, Henry brought the key to",Fred,Gina,Henry,BAB,4,the park,key,8559,43002,corrupted,13.733255,5.096611,8.636645,0.05703307,1.012e-05,True,3,the,the | his | Fred | a | their,15.7962 | 14.2182 | 13.7333 | 13.0622 | 12.9095
"After David and Frank left the school, Frank sent the note to","After David and Rose left the school, Rose sent the note to",David,Frank,Rose,ABB,3,the school,note,3271,5278,corrupted,13.704274,8.86142,4.842854,0.04953058,0.00039052,True,4,her,her | his | the | David | Rose,15.1251 | 14.4498 | 14.4191 | 13.7043 | 13.3658
"After Brian and Wendy left the cafe, Wendy sent the jacket to","After Brian and Amy left the cafe, Amy sent the jacket to",Brian,Wendy,Amy,ABB,3,the cafe,jacket,8403,28314,corrupted,16.534044,9.446301,7.087743,0.39701426,0.00033162,True,1,Brian,Brian | Amy | her | the | him,16.5340 | 15.3162 | 14.8846 | 14.4389 | 13.2219
"Once Harry and Bob were at the theater, Harry brought the card to","Once Xander and Bob were at the theater, Xander brought the card to",Bob,Harry,Xander,BAB,4,the theater,card,5811,5850,corrupted,15.552765,11.681751,3.871014,0.1711639,0.00356658,True,1,Bob,Bob | the | his | them | him,15.5528 | 15.3156 | 14.8271 | 14.2079 | 14.1896
"When Noah and Quinn arrived at the school, Noah passed the card to","When Derek and Quinn arrived at the school, Derek passed the card to",Quinn,Noah,Derek,BAB,2,the school,card,16109,18394,corrupted,16.757801,8.630633,8.127168,0.5717454,0.0001689,True,1,Quinn,Quinn | his | the | a | her,16.7578 | 15.0573 | 14.5112 | 14.0045 | 13.2590
"When Ella and Fred went to the hospital, Fred gave the card to","When Ella and Bob went to the hospital, Bob gave the card to",Ella,Fred,Bob,ABB,0,the hospital,card,7122,8559,corrupted,15.770027,11.582096,4.187931,0.33071408,0.00501946,True,1,Ell,Ell | her | the | his | a,15.7700 | 14.2416 | 14.1435 | 13.8120 | 13.4348
"As Frank and Isla walked through the office, Frank offered the phone to","As Grace and Isla walked through the office, Grace offered the phone to",Isla,Frank,Grace,BAB,6,the office,phone,1148,5278,corrupted,14.409094,8.526338,5.882756,0.13861024,0.00038632,True,1,Is,Is | the | her | a | Grace,14.4091 | 14.1887 | 14.1628 | 13.2477 | 12.4068
"When Sam and Olivia visited the school, Olivia handed the package to","When Sam and Wendy visited the school, Wendy handed the package to",Sam,Olivia,Wendy,ABB,1,the school,package,3409,33911,corrupted,15.921984,7.391078,8.530906,0.30770114,6.07e-05,True,1,Sam,Sam | the | her | them | their,15.9220 | 15.0396 | 14.7464 | 14.3666 | 13.7673
"Once Fred and Isla were at the park, Isla brought the package to","Once Fred and Carol were at the park, Carol brought the package to",Fred,Isla,Carol,ABB,4,the park,package,8559,1148,corrupted,14.457275,5.734892,8.722383,0.08528418,1.389e-05,True,3,the,the | her | Fred | them | him,15.0486 | 14.7096 | 14.4573 | 13.7308 | 13.6184
"As Gina and Victor walked through the theater, Victor offered the package to","As Gina and Frank walked through the theater, Frank offered the package to",Gina,Victor,Frank,ABB,6,the theater,package,43002,12622,corrupted,17.02574,8.041513,8.984226,0.55502832,6.958e-05,True,1,Gina,Gina | the | her | them | his,17.0257 | 14.7874 | 14.7136 | 13.9240 | 13.8901
"While David and Sam were at the market, David delivered the ticket to","While Liam and Sam were at the market, Liam delivered the ticket to",Sam,David,Liam,BAB,5,the market,ticket,3409,3271,corrupted,13.487617,9.256139,4.231478,0.07879067,0.0011449,True,2,the,the | Sam | his | a | their,14.6685 | 13.4876 | 13.3319 | 13.0827 | 12.0126
"Once Grace and Tara were at the office, Grace brought the note to","Once Noah and Tara were at the office, Noah brought the note to",Tara,Grace,Noah,BAB,4,the office,note,37723,16156,corrupted,15.243003,8.96666,6.276343,0.24918015,0.00046852,True,1,Tara,Tara | his | the | them | her,15.2430 | 14.4178 | 14.4072 | 13.6929 | 13.5250
"When Yara and Kate arrived at the restaurant, Kate passed the key to","When Yara and Iris arrived at the restaurant, Iris passed the key to",Yara,Kate,Iris,ABB,2,the restaurant,key,575,16693,corrupted,12.873265,4.823054,8.050211,0.02848514,9.09e-06,True,5,the,the | her | their | a | Y,15.7991 | 14.0808 | 13.2556 | 13.2046 | 12.8733
"As Mia and Sam walked through the theater, Sam offered the book to","As Mia and Wendy walked through the theater, Wendy offered the book to",Mia,Sam,Wendy,ABB,6,the theater,book,32189,3409,corrupted,16.655334,8.785793,7.869541,0.45426321,0.00017362,True,1,Mia,Mia | her | the | a | me,16.6553 | 15.6303 | 14.6739 | 13.9657 | 13.9047
"As Ella and Uma walked through the hospital, Ella offered the trophy to","As Derek and Uma walked through the hospital, Derek offered the trophy to",Uma,Ella,Derek,BAB,6,the hospital,trophy,471,7122,corrupted,16.747051,5.799402,10.947649,0.57917535,1.019e-05,True,1,U,U | his | the | her | a,16.7471 | 15.0401 | 14.5328 | 13.3248 | 13.1474
"When Harry and Noah arrived at the market, Harry passed the gift to","When Ella and Noah arrived at the market, Ella passed the gift to",Noah,Harry,Ella,BAB,2,the market,gift,18394,5850,corrupted,17.028454,8.110405,8.918049,0.6816383,9.131e-05,True,1,Noah,Noah | her | the | a | their,17.0285 | 14.8964 | 14.6001 | 13.3353 | 13.1267
"When Quinn and Ella visited the restaurant, Ella handed the card to","When Quinn and Mia visited the restaurant, Mia handed the card to",Quinn,Ella,Mia,ABB,1,the restaurant,card,16109,7122,corrupted,15.427345,6.791691,8.635654,0.34317702,6.097e-05,True,1,Quinn,Quinn | her | the | a | him,15.4273 | 14.3574 | 14.2275 | 13.4345 | 12.4866
"When Mia and Alice arrived at the office, Mia passed the book to","When Harry and Alice arrived at the office, Harry passed the book to",Alice,Mia,Harry,BAB,2,the office,book,14862,32189,corrupted,16.830143,8.883106,7.947037,0.40733299,0.00014408,True,1,Alice,Alice | the | his | Hermione | them,16.8301 | 15.3839 | 15.3485 | 14.4392 | 14.1524
"When Quinn and Ella visited the cafe, Ella handed the card to","When Quinn and Noah visited the cafe, Noah handed the card to",Quinn,Ella,Noah,ABB,1,the cafe,card,16109,7122,corrupted,16.564465,7.779851,8.784614,0.56302023,8.618e-05,True,1,Quinn,Quinn | the | Noah | her | his,16.5645 | 14.3718 | 14.0963 | 13.8778 | 13.5006
"As Henry and Sam walked through the library, Sam offered the key to","As Henry and Frank walked through the library, Frank offered the key to",Henry,Sam,Frank,ABB,6,the library,key,8616,3409,corrupted,12.109599,8.004139,4.10546,0.01261914,0.00020799,True,6,the,the | their | his | unlocking | a,15.3842 | 14.1006 | 13.8455 | 13.5126 | 13.3761
"After Olivia and Iris left the park, Iris sent the wallet to","After Olivia and Gina left the park, Gina sent the wallet to",Olivia,Iris,Gina,ABB,3,the park,wallet,33911,34230,corrupted,14.598886,8.552479,6.046408,0.12995951,0.00030753,True,2,her,her | Olivia | the | Gina | a,14.9201 | 14.5989 | 14.1920 | 13.2193 | 12.9909
"When Derek and Iris went to the mall, Iris gave the note to","When Derek and Isla went to the mall, Isla gave the note to",Derek,Iris,Isla,ABB,0,the mall,note,20893,34230,corrupted,15.944181,5.91503,10.029152,0.429364,1.893e-05,True,1,Derek,Derek | the | them | his | her,15.9442 | 14.5363 | 13.9034 | 13.8973 | 13.6863
"When Kate and Jack visited the beach, Kate handed the map to","When Liam and Jack visited the beach, Liam handed the map to",Jack,Kate,Liam,BAB,1,the beach,map,3619,16693,corrupted,16.281013,11.006458,5.274555,0.29818359,0.00152677,True,1,Jack,Jack | them | the | his | him,16.2810 | 15.8222 | 15.2636 | 14.5874 | 14.5486
"When Uma and Gina arrived at the library, Uma passed the book to","When Yara and Gina arrived at the library, Yara passed the book to",Gina,Uma,Yara,BAB,2,the library,book,43002,471,corrupted,16.01878,7.84035,8.17843,0.43189839,0.00012121,True,1,Gina,Gina | her | the | a | his,16.0188 | 15.0285 | 14.6473 | 13.5155 | 12.6905
"When Ella and Emma went to the theater, Ella gave the note to","When David and Emma went to the theater, David gave the note to",Emma,Ella,David,BAB,0,the theater,note,18966,7122,corrupted,17.326647,8.210093,9.116553,0.58743554,6.452e-05,True,1,Emma,Emma | his | the | a | her,17.3266 | 15.5773 | 14.9900 | 14.4586 | 14.3261
"When Rose and Isla visited the cafe, Rose handed the gift to","When Amy and Isla visited the cafe, Amy handed the gift to",Isla,Rose,Amy,BAB,1,the cafe,gift,1148,8049,corrupted,15.73645,9.331493,6.404957,0.2374157,0.00039253,True,1,Is,Is | her | the | a | them,15.7365 | 15.7090 | 15.1419 | 13.6376 | 13.5938
"As Yara and Frank walked through the school, Frank offered the pen to","As Yara and Sam walked through the school, Sam offered the pen to",Yara,Frank,Sam,ABB,6,the school,pen,575,5278,corrupted,16.028765,8.437754,7.591011,0.39868858,0.00020133,True,1,Y,Y | Sam | the | her | a,16.0288 | 14.2792 | 14.1988 | 13.7205 | 13.5585
"While Ella and David were at the library, David delivered the gift to","While Ella and Alice were at the library, Alice delivered the gift to",Ella,David,Alice,ABB,5,the library,gift,7122,3271,corrupted,14.474073,9.883204,4.59087,0.10601939,0.00107546,True,3,her,her | the | Ell | Alice | a,14.8208 | 14.6032 | 14.4741 | 13.2588 | 13.0732
"When Harry and Uma visited the school, Uma handed the jacket to","When Harry and Quinn visited the school, Quinn handed the jacket to",Harry,Uma,Quinn,ABB,1,the school,jacket,5850,471,corrupted,16.998034,8.515055,8.482979,0.60254902,0.0001247,True,1,Harry,Harry | the | her | a | him,16.9980 | 15.1081 | 13.4176 | 13.3990 | 13.3517
"After Gina and Jack left the park, Jack sent the wallet to","After Gina and David left the park, David sent the wallet to",Gina,Jack,David,ABB,3,the park,wallet,43002,3619,corrupted,16.930107,8.862276,8.067831,0.5478484,0.00017173,True,1,Gina,Gina | her | his | the | a,16.9301 | 14.5156 | 14.4040 | 14.3513 | 13.3914
"When Liam and Brian visited the mall, Liam handed the letter to","When Wendy and Brian visited the mall, Wendy handed the letter to",Brian,Liam,Wendy,BAB,1,the mall,letter,8403,31684,corrupted,16.487547,7.921,8.566547,0.47112384,8.969e-05,True,1,Brian,Brian | her | the | a | them,16.4875 | 15.0765 | 15.0193 | 13.7029 | 13.6326
"Once Tara and Clara were at the gym, Clara brought the jacket to","Once Tara and Carol were at the gym, Carol brought the jacket to",Tara,Clara,Carol,ABB,4,the gym,jacket,37723,27443,corrupted,15.810518,8.255024,7.555494,0.21971788,0.00011496,True,1,Tara,Tara | her | the | me | them,15.8105 | 15.5967 | 15.2662 | 14.2396 | 13.8148
"When Gina and Isla went to the school, Isla gave the bag to","When Gina and Harry went to the school, Harry gave the bag to",Gina,Isla,Harry,ABB,0,the school,bag,43002,1148,corrupted,15.638983,7.449101,8.189882,0.19869569,5.513e-05,True,1,Gina,Gina | the | her | Ginny | his,15.6390 | 15.1579 | 14.5933 | 14.2599 | 14.1905
"When Tara and Grace arrived at the park, Grace passed the trophy to","When Tara and Iris arrived at the park, Iris passed the trophy to",Tara,Grace,Iris,ABB,2,the park,trophy,37723,16156,corrupted,14.753404,9.295834,5.45757,0.19985616,0.00085217,True,1,Tara,Tara | her | the | them | a,14.7534 | 14.5016 | 14.1249 | 13.1231 | 12.8450
"After Derek and Henry left the mall, Henry sent the jacket to","After Derek and Jack left the mall, Jack sent the jacket to",Derek,Henry,Jack,ABB,3,the mall,jacket,20893,8616,corrupted,15.167276,9.239734,5.927543,0.23484977,0.00062588,True,1,Derek,Derek | his | the | Jack | a,15.1673 | 14.3495 | 14.1347 | 13.7568 | 12.9623
"After Carol and Brian left the mall, Brian sent the gift to","After Carol and Bob left the mall, Bob sent the gift to",Carol,Brian,Bob,ABB,3,the mall,gift,5074,8403,corrupted,17.14888,9.484484,7.664396,0.58897185,0.00027637,True,1,Carol,Carol | his | Bob | the | her,17.1489 | 14.7019 | 14.4375 | 14.2792 | 14.1327
"When Harry and Paul arrived at the school, Harry passed the jacket to","When Rose and Paul arrived at the school, Rose passed the jacket to",Paul,Harry,Rose,BAB,2,the school,jacket,3362,5850,corrupted,16.704599,9.525956,7.178643,0.5638991,0.00043009,True,1,Paul,Paul | the | her | a | his,16.7046 | 14.8047 | 14.7486 | 13.6089 | 13.3945
"When Clara and Amy visited the park, Clara handed the pen to","When Fred and Amy visited the park, Fred handed the pen to",Amy,Clara,Fred,BAB,1,the park,pen,14235,27443,corrupted,18.329443,8.54998,9.779463,0.79234397,4.485e-05,True,1,Amy,Amy | the | his | her | a,18.3294 | 15.5572 | 14.6594 | 14.6184 | 13.8821
"While Grace and Clara were at the school, Grace delivered the card to","While Olivia and Clara were at the school, Olivia delivered the card to",Clara,Grace,Olivia,BAB,5,the school,card,27443,16156,corrupted,14.450477,9.324566,5.125911,0.09718443,0.00057735,True,3,her,her | the | Clara | a | his,15.1024 | 14.8306 | 14.4505 | 13.8932 | 12.8420
"After Jack and Amy left the hospital, Amy sent the wallet to","After Jack and Noah left the hospital, Noah sent the wallet to",Jack,Amy,Noah,ABB,3,the hospital,wallet,3619,14235,corrupted,15.345142,8.992908,6.352234,0.24044318,0.00041906,True,1,Jack,Jack | his | Noah | the | a,15.3451 | 14.4939 | 14.2718 | 14.0771 | 12.9923
"Once Isla and Quinn were at the museum, Quinn brought the bag to","Once Isla and Brian were at the museum, Brian brought the bag to",Isla,Quinn,Brian,ABB,4,the museum,bag,1148,16109,corrupted,11.964955,7.210395,4.75456,0.00796152,6.857e-05,True,13,the,the | his | him | them | Brian,15.0256 | 13.9754 | 13.8443 | 13.7903 | 13.5934
"When Sam and Ella arrived at the library, Ella passed the book to","When Sam and Clara arrived at the library, Clara passed the book to",Sam,Ella,Clara,ABB,2,the library,book,3409,7122,corrupted,16.595667,6.128418,10.467248,0.42155543,1.199e-05,True,1,Sam,Sam | her | the | a | Dean,16.5957 | 15.2919 | 14.7512 | 14.2333 | 13.7111
"As Bob and Isla walked through the station, Bob offered the bag to","As Yara and Isla walked through the station, Yara offered the bag to",Isla,Bob,Yara,BAB,6,the station,bag,1148,5811,corrupted,17.099642,6.080534,11.019108,0.70520777,1.156e-05,True,1,Is,Is | the | her | Y | them,17.0996 | 14.3218 | 14.2517 | 13.6803 | 12.6241
"As Ella and Brian walked through the mall, Ella offered the trophy to","As Gina and Brian walked through the mall, Gina offered the trophy to",Brian,Ella,Gina,BAB,6,the mall,trophy,8403,7122,corrupted,16.55352,3.992115,12.561405,0.50508124,1.77e-06,True,1,Brian,Brian | her | the | a | their,16.5535 | 15.2045 | 14.7014 | 13.5301 | 13.0088
"As Jack and Derek walked through the station, Jack offered the letter to","As Uma and Derek walked through the station, Uma offered the letter to",Derek,Jack,Uma,BAB,6,the station,letter,20893,3619,corrupted,14.879337,7.710646,7.168692,0.28289378,0.00021792,True,1,Derek,Derek | the | her | his | U,14.8793 | 14.0663 | 13.6379 | 13.1813 | 12.6685
"After Derek and Xander left the cafe, Xander sent the gift to","After Derek and Frank left the cafe, Frank sent the gift to",Derek,Xander,Frank,ABB,3,the cafe,gift,20893,46122,corrupted,15.329987,6.654137,8.67585,0.23271921,3.972e-05,True,1,Derek,Derek | his | the | a | their,15.3300 | 14.8368 | 14.2285 | 13.4079 | 13.3561
"When Rose and Clara visited the gym, Rose handed the book to","When Fred and Clara visited the gym, Fred handed the book to",Clara,Rose,Fred,BAB,1,the gym,book,27443,8049,corrupted,17.57295,9.791976,7.780974,0.67943239,0.00028373,True,1,Clara,Clara | the | his | her | a,17.5730 | 15.2655 | 14.6835 | 14.2487 | 14.0309
"As Rose and Fred walked through the restaurant, Rose offered the bag to","As Uma and Fred walked through the restaurant, Uma offered the bag to",Fred,Rose,Uma,BAB,6,the restaurant,bag,8559,8049,corrupted,16.703621,7.921458,8.782163,0.55274719,8.482e-05,True,1,Fred,Fred | her | the | them | his,16.7036 | 14.7248 | 14.6298 | 13.5519 | 13.2248
"When Xander and Harry arrived at the cafe, Harry passed the letter to","When Xander and Gina arrived at the cafe, Gina passed the letter to",Xander,Harry,Gina,ABB,2,the cafe,letter,46122,5850,corrupted,16.51491,9.285676,7.229234,0.53592348,0.00038859,True,1,Xander,Xander | her | the | them | him,16.5149 | 14.6303 | 14.3584 | 13.8968 | 13.5271
"After Iris and Carol left the park, Carol sent the gift to","After Iris and Tara left the park, Tara sent the gift to",Iris,Carol,Tara,ABB,3,the park,gift,34230,5074,corrupted,15.427135,8.240051,7.187083,0.30028647,0.0002271,True,1,Iris,Iris | her | the | Tara | a,15.4271 | 14.6636 | 13.8265 | 13.5302 | 12.3340
