prompt,speaker,recipient,pronoun,logit_diff,prob_io,prob_s,is_correct,rank_io,template_idx
Sam called Grace on the phone. He left a message for,Sam,Grace,He,2.450519561767578,0.07447580248117447,0.006423445418477058,True,2,2
Clara helped Bob move. She carried the boxes for,Clara,Bob,She,5.1631975173950195,0.24791595339775085,0.001418914645910263,True,1,3
Bob thanked Mia warmly. He wrote a letter for,Bob,Mia,He,1.5506877899169922,0.05834756791591644,0.012375637888908386,True,3,4
Iris surprised Xander at the party. She baked a cake for,Iris,Xander,She,2.500096321105957,0.026419179514050484,0.002168409526348114,True,4,5
Liam recommended Kate for the job. He wrote a reference for,Liam,Kate,He,1.534407615661621,0.07882110029459,0.016992518678307533,True,3,6
Grace met Derek at the store. She bought a gift for,Grace,Derek,She,2.5495967864990234,0.02589181251823902,0.0020224913023412228,True,4,0
Henry visited Gina at home. He brought flowers for,Henry,Gina,He,2.8155555725097656,0.1263335943222046,0.007563774939626455,True,2,1
Rose called Fred on the phone. She left a message for,Rose,Fred,She,2.2569751739501953,0.13317252695560455,0.013938714750111103,True,2,2
Henry helped Rose move. He carried the boxes for,Henry,Rose,He,1.8727388381958008,0.1777443140745163,0.02731967903673649,True,2,3
Iris thanked David warmly. She wrote a letter for,Iris,David,She,3.638517379760742,0.021267646923661232,0.0005591539666056633,True,6,4
Victor surprised Rose at the party. He baked a cake for,Victor,Rose,He,0.5300369262695312,0.03867802396416664,0.022765235975384712,True,4,5
Alice recommended David for the job. She wrote a reference for,Alice,David,She,1.0935993194580078,0.04896174743771553,0.016402604058384895,True,4,6
Brian met Olivia at the store. He bought a gift for,Brian,Olivia,He,2.939517021179199,0.09235755354166031,0.004884908441454172,True,2,0
Emma visited Harry at home. She brought flowers for,Emma,Harry,She,3.0338754653930664,0.0892987921833992,0.004297839477658272,True,3,1
Frank called Emma on the phone. He left a message for,Frank,Emma,He,4.414989471435547,0.09356557577848434,0.0011316458694636822,True,2,2
Amy helped Jack move. She carried the boxes for,Amy,Jack,She,2.0784339904785156,0.22402691841125488,0.028031593188643456,True,2,3
Jack thanked Kate warmly. He wrote a letter for,Jack,Kate,He,2.6346540451049805,0.21069121360778809,0.015115785412490368,True,2,4
Clara surprised Xander at the party. She baked a cake for,Clara,Xander,She,6.11208438873291,0.06675393879413605,0.00014792184811085463,True,2,5
Victor recommended Rose for the job. He wrote a reference for,Victor,Rose,He,2.090726852416992,0.07303531467914581,0.009026965126395226,True,4,6
Amy met Derek at the store. She bought a gift for,Amy,Derek,She,1.2067365646362305,0.06385975331068039,0.019105050712823868,True,3,0
Henry visited Clara at home. He brought flowers for,Henry,Clara,He,2.8151779174804688,0.17674532532691956,0.010585995391011238,True,2,1
Tara called Noah on the phone. She left a message for,Tara,Noah,She,5.901371002197266,0.11245177686214447,0.0003076333669014275,True,3,2
Fred helped Iris move. He carried the boxes for,Fred,Iris,He,4.281067848205566,0.13566485047340393,0.0018759585218504071,True,2,3
Mia thanked Fred warmly. She wrote a letter for,Mia,Fred,She,5.313715934753418,0.10421372950077057,0.0005131064681336284,True,2,4
Derek surprised Gina at the party. He baked a cake for,Derek,Gina,He,2.685934066772461,0.06952868402004242,0.004738900810480118,True,2,5
Mia recommended Derek for the job. She wrote a reference for,Mia,Derek,She,3.5057010650634766,0.06652457267045975,0.001997447805479169,True,4,6
Sam met Mia at the store. He bought a gift for,Sam,Mia,He,-1.3370447158813477,0.015095135197043419,0.05747886002063751,False,7,0
Clara visited Harry at home. She brought flowers for,Clara,Harry,She,6.703516960144043,0.11440319567918777,0.00014032586477696896,True,2,1
Frank called Emma on the phone. He left a message for,Frank,Emma,He,4.414989471435547,0.09356557577848434,0.0011316458694636822,True,2,2
Olivia helped Henry move. She carried the boxes for,Olivia,Henry,She,3.7350378036499023,0.3841570019721985,0.00917069986462593,True,1,3
Jack thanked Tara warmly. He wrote a letter for,Jack,Tara,He,2.615342140197754,0.1437714844942093,0.010515843518078327,True,2,4
Amy surprised Xander at the party. She baked a cake for,Amy,Xander,She,2.2697601318359375,0.07787363976240158,0.008047224953770638,True,2,5
Henry recommended Olivia for the job. He wrote a reference for,Henry,Olivia,He,0.6111955642700195,0.15289081633090973,0.08297409862279892,True,2,6
Clara met Derek at the store. She bought a gift for,Clara,Derek,She,4.164053916931152,0.09950127452611923,0.0015466889599338174,True,3,0
Victor visited Amy at home. He brought flowers for,Victor,Amy,He,5.396551132202148,0.301776260137558,0.0013677057577297091,True,2,1
Mia called Henry on the phone. She left a message for,Mia,Henry,She,4.989912033081055,0.08591871708631516,0.0005847854190506041,True,3,2
Noah helped Grace move. He carried the boxes for,Noah,Grace,He,2.439011573791504,0.03971266746520996,0.0034648128785192966,True,3,3
Rose thanked Paul warmly. She wrote a letter for,Rose,Paul,She,3.004672050476074,0.14297696948051453,0.007085224147886038,True,2,4
Zach surprised Tara at the party. He baked a cake for,Zach,Tara,He,4.715235710144043,0.10151620209217072,0.0009093571570701897,True,2,5
Emma recommended Sam for the job. She wrote a reference for,Emma,Sam,She,2.8015851974487305,0.19705730676651,0.011964086443185806,True,1,6
Paul met Olivia at the store. He bought a gift for,Paul,Olivia,He,2.7075300216674805,0.10307587683200836,0.006875300779938698,True,2,0
Tara visited Bob at home. She brought flowers for,Tara,Bob,She,4.691900253295898,0.34437134861946106,0.003157625673338771,True,1,1
Sam called Alice on the phone. He left a message for,Sam,Alice,He,2.344527244567871,0.0637417733669281,0.006112359464168549,True,2,2
Kate helped Victor move. She carried the boxes for,Kate,Victor,She,3.8390703201293945,0.08615557104349136,0.001853515743277967,True,3,3
Zach thanked Alice warmly. He wrote a letter for,Zach,Alice,He,6.016360282897949,0.23322947323322296,0.0005687368102371693,True,2,4
Grace surprised Brian at the party. She baked a cake for,Grace,Brian,She,2.9123916625976562,0.09261656552553177,0.005033302586525679,True,2,5
Jack recommended Gina for the job. He wrote a reference for,Jack,Gina,He,0.7260408401489258,0.14184623956680298,0.06862814724445343,True,2,6
Alice met Frank at the store. She bought a gift for,Alice,Frank,She,-0.6321630477905273,0.034271083772182465,0.06448709219694138,False,4,0
Noah visited Olivia at home. He brought flowers for,Noah,Olivia,He,3.724940299987793,0.0923563688993454,0.002227131277322769,True,3,1
Rose called Xander on the phone. She left a message for,Rose,Xander,She,1.2228527069091797,0.07594229280948639,0.022356586530804634,True,3,2
Zach helped Kate move. He carried the boxes for,Zach,Kate,He,2.961740493774414,0.09231525659561157,0.004775358363986015,True,3,3
Mia thanked Frank warmly. She wrote a letter for,Mia,Frank,She,3.3765945434570312,0.017469311133027077,0.0005968146142549813,True,6,4
Jack surprised Grace at the party. He baked a cake for,Jack,Grace,He,-0.8146352767944336,0.03218421712517738,0.07268328964710236,False,5,5
Amy recommended David for the job. She wrote a reference for,Amy,David,She,1.7711849212646484,0.08188644051551819,0.013931444846093655,True,4,6
Frank met Kate at the store. He bought a gift for,Frank,Kate,He,1.803689956665039,0.15215617418289185,0.02505861036479473,True,2,0
Clara visited Derek at home. She brought flowers for,Clara,Derek,She,7.1521759033203125,0.2846781015396118,0.0002229479723609984,True,2,1
Fred called Olivia on the phone. He left a message for,Fred,Olivia,He,2.2783679962158203,0.07879416644573212,0.008072562515735626,True,2,2
