prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
"When Derek and Jack visited the station, Jack handed the card to","When Derek and Brian visited the station, Brian handed the card to",Derek,Jack,Brian,ABB,1,the station,card,20893,3619
"Once Sam and Yara were at the school, Yara brought the bag to","Once Sam and Derek were at the school, Derek brought the bag to",Sam,Yara,Derek,ABB,4,the school,bag,3409,575
"Once Emma and Iris were at the school, Iris brought the pen to","Once Emma and Rose were at the school, Rose brought the pen to",Emma,Iris,Rose,ABB,4,the school,pen,18966,34230
"Once Ella and Clara were at the hospital, Ella brought the trophy to","Once Zach and Clara were at the hospital, Zach brought the trophy to",Clara,Ella,Zach,BAB,4,the hospital,trophy,27443,7122
"When Carol and Derek arrived at the restaurant, Derek passed the bag to","When Carol and Frank arrived at the restaurant, Frank passed the bag to",Carol,Derek,Frank,ABB,2,the restaurant,bag,5074,20893
"When Carol and Ella arrived at the museum, Carol passed the letter to","When Liam and Ella arrived at the museum, Liam passed the letter to",Ella,Carol,Liam,BAB,2,the museum,letter,7122,5074
"When Bob and Frank visited the museum, Frank handed the note to","When Bob and Harry visited the museum, Harry handed the note to",Bob,Frank,Harry,ABB,1,the museum,note,5811,5278
"While Yara and Xander were at the store, Xander delivered the bag to","While Yara and Quinn were at the store, Quinn delivered the bag to",Yara,Xander,Quinn,ABB,5,the store,bag,575,46122
"While Yara and Harry were at the museum, Harry delivered the note to","While Yara and Uma were at the museum, Uma delivered the note to",Yara,Harry,Uma,ABB,5,the museum,note,575,5850
"When Isla and Mia arrived at the museum, Mia passed the phone to","When Isla and David arrived at the museum, David passed the phone to",Isla,Mia,David,ABB,2,the museum,phone,1148,32189
"When Isla and Yara arrived at the cafe, Yara passed the package to","When Isla and Derek arrived at the cafe, Derek passed the package to",Isla,Yara,Derek,ABB,2,the cafe,package,1148,575
"As Jack and Isla walked through the gym, Isla offered the pen to","As Jack and Carol walked through the gym, Carol offered the pen to",Jack,Isla,Carol,ABB,6,the gym,pen,3619,1148
"While Quinn and Ella were at the cafe, Ella delivered the bag to","While Quinn and Sam were at the cafe, Sam delivered the bag to",Quinn,Ella,Sam,ABB,5,the cafe,bag,16109,7122
"Once Kate and Gina were at the hospital, Kate brought the note to","Once Amy and Gina were at the hospital, Amy brought the note to",Gina,Kate,Amy,BAB,4,the hospital,note,43002,16693
"Once Harry and Gina were at the library, Harry brought the phone to","Once Olivia and Gina were at the library, Olivia brought the phone to",Gina,Harry,Olivia,BAB,4,the library,phone,43002,5850
"After Gina and Kate left the library, Gina sent the letter to","After Iris and Kate left the library, Iris sent the letter to",Kate,Gina,Iris,BAB,3,the library,letter,16693,43002
"When Carol and Clara arrived at the beach, Clara passed the ticket to","When Carol and Mia arrived at the beach, Mia passed the ticket to",Carol,Clara,Mia,ABB,2,the beach,ticket,5074,27443
"When Uma and Zach went to the office, Zach gave the trophy to","When Uma and Rose went to the office, Rose gave the trophy to",Uma,Zach,Rose,ABB,0,the office,trophy,471,18825
"As Xander and Amy walked through the hospital, Amy offered the wallet to","As Xander and Ella walked through the hospital, Ella offered the wallet to",Xander,Amy,Ella,ABB,6,the hospital,wallet,46122,14235
"While Mia and Tara were at the school, Tara delivered the bag to","While Mia and Zach were at the school, Zach delivered the bag to",Mia,Tara,Zach,ABB,5,the school,bag,32189,37723
"While Harry and Tara were at the store, Tara delivered the book to","While Harry and Derek were at the store, Derek delivered the book to",Harry,Tara,Derek,ABB,5,the store,book,5850,37723
"Once Jack and Frank were at the museum, Jack brought the gift to","Once Ella and Frank were at the museum, Ella brought the gift to",Frank,Jack,Ella,BAB,4,the museum,gift,5278,3619
"As Henry and Zach walked through the store, Zach offered the phone to","As Henry and Gina walked through the store, Gina offered the phone to",Henry,Zach,Gina,ABB,6,the store,phone,8616,18825
"When Brian and Amy went to the school, Brian gave the card to","When Zach and Amy went to the school, Zach gave the card to",Amy,Brian,Zach,BAB,0,the school,card,14235,8403
"As Grace and Brian walked through the park, Brian offered the bag to","As Grace and Olivia walked through the park, Olivia offered the bag to",Grace,Brian,Olivia,ABB,6,the park,bag,16156,8403
"When Ella and Jack visited the museum, Ella handed the ticket to","When Alice and Jack visited the museum, Alice handed the ticket to",Jack,Ella,Alice,BAB,1,the museum,ticket,3619,7122
"When Henry and Rose arrived at the theater, Henry passed the note to","When Bob and Rose arrived at the theater, Bob passed the note to",Rose,Henry,Bob,BAB,2,the theater,note,8049,8616
"As Derek and Frank walked through the park, Derek offered the wallet to","As Wendy and Frank walked through the park, Wendy offered the wallet to",Frank,Derek,Wendy,BAB,6,the park,wallet,5278,20893
"After Xander and Yara left the store, Xander sent the key to","After Liam and Yara left the store, Liam sent the key to",Yara,Xander,Liam,BAB,3,the store,key,575,46122
"When Rose and Isla visited the mall, Isla handed the map to","When Rose and Carol visited the mall, Carol handed the map to",Rose,Isla,Carol,ABB,1,the mall,map,8049,1148
"Once Kate and Sam were at the market, Kate brought the trophy to","Once Carol and Sam were at the market, Carol brought the trophy to",Sam,Kate,Carol,BAB,4,the market,trophy,3409,16693
"When Victor and Wendy arrived at the restaurant, Wendy passed the key to","When Victor and Derek arrived at the restaurant, Derek passed the key to",Victor,Wendy,Derek,ABB,2,the restaurant,key,12622,28314
"When Brian and Liam went to the theater, Liam gave the pen to","When Brian and Yara went to the theater, Yara gave the pen to",Brian,Liam,Yara,ABB,0,the theater,pen,8403,31684
"After Zach and Xander left the library, Zach sent the pen to","After Rose and Xander left the library, Rose sent the pen to",Xander,Zach,Rose,BAB,3,the library,pen,46122,18825
"After Frank and Zach left the office, Zach sent the package to","After Frank and Gina left the office, Gina sent the package to",Frank,Zach,Gina,ABB,3,the office,package,5278,18825
"Once Carol and Emma were at the park, Carol brought the key to","Once Wendy and Emma were at the park, Wendy brought the key to",Emma,Carol,Wendy,BAB,4,the park,key,18966,5074
"When Olivia and Bob went to the restaurant, Olivia gave the package to","When Sam and Bob went to the restaurant, Sam gave the package to",Bob,Olivia,Sam,BAB,0,the restaurant,package,5811,33911
"When Noah and Brian visited the museum, Brian handed the bag to","When Noah and Clara visited the museum, Clara handed the bag to",Noah,Brian,Clara,ABB,1,the museum,bag,18394,8403
"When Yara and Quinn went to the theater, Yara gave the jacket to","When Alice and Quinn went to the theater, Alice gave the jacket to",Quinn,Yara,Alice,BAB,0,the theater,jacket,16109,575
"After Gina and Emma left the market, Emma sent the book to","After Gina and Tara left the market, Tara sent the book to",Gina,Emma,Tara,ABB,3,the market,book,43002,18966
"When Tara and Gina visited the gym, Gina handed the wallet to","When Tara and Mia visited the gym, Mia handed the wallet to",Tara,Gina,Mia,ABB,1,the gym,wallet,37723,43002
"While Isla and Yara were at the station, Yara delivered the trophy to","While Isla and Uma were at the station, Uma delivered the trophy to",Isla,Yara,Uma,ABB,5,the station,trophy,1148,575
"While Clara and Kate were at the office, Clara delivered the phone to","While Wendy and Kate were at the office, Wendy delivered the phone to",Kate,Clara,Wendy,BAB,5,the office,phone,16693,27443
"Once Wendy and Tara were at the office, Wendy brought the wallet to","Once Ella and Tara were at the office, Ella brought the wallet to",Tara,Wendy,Ella,BAB,4,the office,wallet,37723,28314
"While Grace and Clara were at the restaurant, Clara delivered the trophy to","While Grace and Kate were at the restaurant, Kate delivered the trophy to",Grace,Clara,Kate,ABB,5,the restaurant,trophy,16156,27443
"When David and Mia went to the market, David gave the book to","When Paul and Mia went to the market, Paul gave the book to",Mia,David,Paul,BAB,0,the market,book,32189,3271
"After Xander and Sam left the theater, Sam sent the bag to","After Xander and Yara left the theater, Yara sent the bag to",Xander,Sam,Yara,ABB,3,the theater,bag,46122,3409
"While Liam and Isla were at the museum, Liam delivered the bag to","While Yara and Isla were at the museum, Yara delivered the bag to",Isla,Liam,Yara,BAB,5,the museum,bag,1148,31684
"Once Isla and Bob were at the office, Bob brought the jacket to","Once Isla and Gina were at the office, Gina brought the jacket to",Isla,Bob,Gina,ABB,4,the office,jacket,1148,5811
"When Gina and Mia visited the library, Mia handed the bag to","When Gina and Isla visited the library, Isla handed the bag to",Gina,Mia,Isla,ABB,1,the library,bag,43002,32189
"When Mia and Tara went to the cafe, Mia gave the phone to","When Xander and Tara went to the cafe, Xander gave the phone to",Tara,Mia,Xander,BAB,0,the cafe,phone,37723,32189
"When Carol and Liam arrived at the theater, Carol passed the phone to","When Sam and Liam arrived at the theater, Sam passed the phone to",Liam,Carol,Sam,BAB,2,the theater,phone,31684,5074
"When Quinn and Harry arrived at the library, Quinn passed the jacket to","When Kate and Harry arrived at the library, Kate passed the jacket to",Harry,Quinn,Kate,BAB,2,the library,jacket,5850,16109
"When Paul and Ella went to the museum, Paul gave the trophy to","When Tara and Ella went to the museum, Tara gave the trophy to",Ella,Paul,Tara,BAB,0,the museum,trophy,7122,3362
"When Xander and Uma visited the hospital, Xander handed the key to","When Quinn and Uma visited the hospital, Quinn handed the key to",Uma,Xander,Quinn,BAB,1,the hospital,key,471,46122
"As Zach and Frank walked through the school, Frank offered the map to","As Zach and Victor walked through the school, Victor offered the map to",Zach,Frank,Victor,ABB,6,the school,map,18825,5278
"When Yara and Zach went to the beach, Zach gave the jacket to","When Yara and Mia went to the beach, Mia gave the jacket to",Yara,Zach,Mia,ABB,0,the beach,jacket,575,18825
"After Tara and Paul left the restaurant, Tara sent the bag to","After Carol and Paul left the restaurant, Carol sent the bag to",Paul,Tara,Carol,BAB,3,the restaurant,bag,3362,37723
"While Carol and Wendy were at the office, Wendy delivered the phone to","While Carol and Noah were at the office, Noah delivered the phone to",Carol,Wendy,Noah,ABB,5,the office,phone,5074,28314
"When Zach and Clara arrived at the library, Clara passed the ticket to","When Zach and Yara arrived at the library, Yara passed the ticket to",Zach,Clara,Yara,ABB,2,the library,ticket,18825,27443
"Once Ella and Fred were at the mall, Ella brought the letter to","Once Alice and Fred were at the mall, Alice brought the letter to",Fred,Ella,Alice,BAB,4,the mall,letter,8559,7122
"After Amy and Olivia left the market, Olivia sent the trophy to","After Amy and Harry left the market, Harry sent the trophy to",Amy,Olivia,Harry,ABB,3,the market,trophy,14235,33911
"As Victor and Mia walked through the museum, Victor offered the book to","As Grace and Mia walked through the museum, Grace offered the book to",Mia,Victor,Grace,BAB,6,the museum,book,32189,12622
"When Wendy and Ella arrived at the cafe, Wendy passed the letter to","When Gina and Ella arrived at the cafe, Gina passed the letter to",Ella,Wendy,Gina,BAB,2,the cafe,letter,7122,28314
"Once Olivia and Alice were at the theater, Olivia brought the key to","Once Quinn and Alice were at the theater, Quinn brought the key to",Alice,Olivia,Quinn,BAB,4,the theater,key,14862,33911
"While Emma and Wendy were at the school, Wendy delivered the phone to","While Emma and Paul were at the school, Paul delivered the phone to",Emma,Wendy,Paul,ABB,5,the school,phone,18966,28314
"Once Harry and Alice were at the store, Harry brought the note to","Once Henry and Alice were at the store, Henry brought the note to",Alice,Harry,Henry,BAB,4,the store,note,14862,5850
"As Liam and Mia walked through the hospital, Mia offered the trophy to","As Liam and Iris walked through the hospital, Iris offered the trophy to",Liam,Mia,Iris,ABB,6,the hospital,trophy,31684,32189
"After Amy and Rose left the park, Amy sent the phone to","After Yara and Rose left the park, Yara sent the phone to",Rose,Amy,Yara,BAB,3,the park,phone,8049,14235
"While David and Uma were at the restaurant, David delivered the package to","While Alice and Uma were at the restaurant, Alice delivered the package to",Uma,David,Alice,BAB,5,the restaurant,package,471,3271
"As Zach and Xander walked through the museum, Xander offered the book to","As Zach and Frank walked through the museum, Frank offered the book to",Zach,Xander,Frank,ABB,6,the museum,book,18825,46122
"As Ella and Fred walked through the store, Fred offered the gift to","As Ella and Clara walked through the store, Clara offered the gift to",Ella,Fred,Clara,ABB,6,the store,gift,7122,8559
"While Zach and Frank were at the restaurant, Zach delivered the jacket to","While Gina and Frank were at the restaurant, Gina delivered the jacket to",Frank,Zach,Gina,BAB,5,the restaurant,jacket,5278,18825
"When Amy and Sam visited the gym, Sam handed the package to","When Amy and Jack visited the gym, Jack handed the package to",Amy,Sam,Jack,ABB,1,the gym,package,14235,3409
"After Henry and Bob left the hospital, Bob sent the note to","After Henry and Liam left the hospital, Liam sent the note to",Henry,Bob,Liam,ABB,3,the hospital,note,8616,5811
"While Liam and Iris were at the theater, Iris delivered the ticket to","While Liam and Emma were at the theater, Emma delivered the ticket to",Liam,Iris,Emma,ABB,5,the theater,ticket,31684,34230
"When Bob and Paul went to the park, Paul gave the pen to","When Bob and Noah went to the park, Noah gave the pen to",Bob,Paul,Noah,ABB,0,the park,pen,5811,3362
"When Amy and Iris arrived at the cafe, Amy passed the jacket to","When Gina and Iris arrived at the cafe, Gina passed the jacket to",Iris,Amy,Gina,BAB,2,the cafe,jacket,34230,14235
"After Victor and Iris left the market, Victor sent the bag to","After Ella and Iris left the market, Ella sent the bag to",Iris,Victor,Ella,BAB,3,the market,bag,34230,12622
"Once Brian and Wendy were at the store, Wendy brought the trophy to","Once Brian and Emma were at the store, Emma brought the trophy to",Brian,Wendy,Emma,ABB,4,the store,trophy,8403,28314
"Once Victor and Olivia were at the station, Victor brought the jacket to","Once Harry and Olivia were at the station, Harry brought the jacket to",Olivia,Victor,Harry,BAB,4,the station,jacket,33911,12622
"Once Xander and Liam were at the museum, Xander brought the note to","Once Jack and Liam were at the museum, Jack brought the note to",Liam,Xander,Jack,BAB,4,the museum,note,31684,46122
"When Olivia and Ella arrived at the beach, Olivia passed the trophy to","When Frank and Ella arrived at the beach, Frank passed the trophy to",Ella,Olivia,Frank,BAB,2,the beach,trophy,7122,33911
"While Gina and Ella were at the park, Ella delivered the key to","While Gina and Kate were at the park, Kate delivered the key to",Gina,Ella,Kate,ABB,5,the park,key,43002,7122
"When Rose and Harry went to the cafe, Harry gave the package to","When Rose and Sam went to the cafe, Sam gave the package to",Rose,Harry,Sam,ABB,0,the cafe,package,8049,5850
"Once Mia and Xander were at the theater, Mia brought the key to","Once Sam and Xander were at the theater, Sam brought the key to",Xander,Mia,Sam,BAB,4,the theater,key,46122,32189
"Once Liam and Iris were at the mall, Iris brought the map to","Once Liam and Brian were at the mall, Brian brought the map to",Liam,Iris,Brian,ABB,4,the mall,map,31684,34230
"When Quinn and Mia went to the hospital, Mia gave the package to","When Quinn and Brian went to the hospital, Brian gave the package to",Quinn,Mia,Brian,ABB,0,the hospital,package,16109,32189
"Once Clara and Gina were at the store, Gina brought the jacket to","Once Clara and Olivia were at the store, Olivia brought the jacket to",Clara,Gina,Olivia,ABB,4,the store,jacket,27443,43002
"While Iris and Harry were at the school, Harry delivered the note to","While Iris and Frank were at the school, Frank delivered the note to",Iris,Harry,Frank,ABB,5,the school,note,34230,5850
"When Clara and Harry went to the station, Clara gave the bag to","When Alice and Harry went to the station, Alice gave the bag to",Harry,Clara,Alice,BAB,0,the station,bag,5850,27443
"As Frank and Fred walked through the hospital, Fred offered the wallet to","As Frank and Emma walked through the hospital, Emma offered the wallet to",Frank,Fred,Emma,ABB,6,the hospital,wallet,5278,8559
"Once Alice and Paul were at the theater, Alice brought the jacket to","Once Carol and Paul were at the theater, Carol brought the jacket to",Paul,Alice,Carol,BAB,4,the theater,jacket,3362,14862
"When Sam and Henry went to the gym, Henry gave the letter to","When Sam and Zach went to the gym, Zach gave the letter to",Sam,Henry,Zach,ABB,0,the gym,letter,3409,8616
"Once Victor and Noah were at the market, Noah brought the key to","Once Victor and Quinn were at the market, Quinn brought the key to",Victor,Noah,Quinn,ABB,4,the market,key,12622,18394
"When Ella and Harry went to the school, Ella gave the bag to","When Alice and Harry went to the school, Alice gave the bag to",Harry,Ella,Alice,BAB,0,the school,bag,5850,7122
"Once Xander and Victor were at the restaurant, Xander brought the ticket to","Once Quinn and Victor were at the restaurant, Quinn brought the ticket to",Victor,Xander,Quinn,BAB,4,the restaurant,ticket,12622,46122
"As Brian and Grace walked through the library, Grace offered the card to","As Brian and Xander walked through the library, Xander offered the card to",Brian,Grace,Xander,ABB,6,the library,card,8403,16156
"When Carol and Victor went to the store, Carol gave the letter to","When Frank and Victor went to the store, Frank gave the letter to",Victor,Carol,Frank,BAB,0,the store,letter,12622,5074
"When Rose and Clara visited the park, Clara handed the book to","When Rose and Paul visited the park, Paul handed the book to",Rose,Clara,Paul,ABB,1,the park,book,8049,27443
"As Harry and Grace walked through the station, Harry offered the key to","As Rose and Grace walked through the station, Rose offered the key to",Grace,Harry,Rose,BAB,6,the station,key,16156,5850
"When Victor and Carol went to the store, Carol gave the phone to","When Victor and Bob went to the store, Bob gave the phone to",Victor,Carol,Bob,ABB,0,the store,phone,12622,5074
"When David and Uma visited the beach, David handed the jacket to","When Bob and Uma visited the beach, Bob handed the jacket to",Uma,David,Bob,BAB,1,the beach,jacket,471,3271
"When Quinn and Bob visited the school, Bob handed the map to","When Quinn and Frank visited the school, Frank handed the map to",Quinn,Bob,Frank,ABB,1,the school,map,16109,5811
"As Victor and Derek walked through the store, Victor offered the map to","As Xander and Derek walked through the store, Xander offered the map to",Derek,Victor,Xander,BAB,6,the store,map,20893,12622
"While Paul and Iris were at the station, Paul delivered the jacket to","While Quinn and Iris were at the station, Quinn delivered the jacket to",Iris,Paul,Quinn,BAB,5,the station,jacket,34230,3362
"Once Uma and Wendy were at the hospital, Wendy brought the key to","Once Uma and Emma were at the hospital, Emma brought the key to",Uma,Wendy,Emma,ABB,4,the hospital,key,471,28314
"When Sam and Carol arrived at the restaurant, Sam passed the gift to","When Bob and Carol arrived at the restaurant, Bob passed the gift to",Carol,Sam,Bob,BAB,2,the restaurant,gift,5074,3409
"Once Gina and Fred were at the park, Gina brought the key to","Once Henry and Fred were at the park, Henry brought the key to",Fred,Gina,Henry,BAB,4,the park,key,8559,43002
"After David and Frank left the school, Frank sent the note to","After David and Rose left the school, Rose sent the note to",David,Frank,Rose,ABB,3,the school,note,3271,5278
"After Brian and Wendy left the cafe, Wendy sent the jacket to","After Brian and Amy left the cafe, Amy sent the jacket to",Brian,Wendy,Amy,ABB,3,the cafe,jacket,8403,28314
"Once Harry and Bob were at the theater, Harry brought the card to","Once Xander and Bob were at the theater, Xander brought the card to",Bob,Harry,Xander,BAB,4,the theater,card,5811,5850
"When Noah and Quinn arrived at the school, Noah passed the card to","When Derek and Quinn arrived at the school, Derek passed the card to",Quinn,Noah,Derek,BAB,2,the school,card,16109,18394
"When Ella and Fred went to the hospital, Fred gave the card to","When Ella and Bob went to the hospital, Bob gave the card to",Ella,Fred,Bob,ABB,0,the hospital,card,7122,8559
"As Frank and Isla walked through the office, Frank offered the phone to","As Grace and Isla walked through the office, Grace offered the phone to",Isla,Frank,Grace,BAB,6,the office,phone,1148,5278
"When Sam and Olivia visited the school, Olivia handed the package to","When Sam and Wendy visited the school, Wendy handed the package to",Sam,Olivia,Wendy,ABB,1,the school,package,3409,33911
"Once Fred and Isla were at the park, Isla brought the package to","Once Fred and Carol were at the park, Carol brought the package to",Fred,Isla,Carol,ABB,4,the park,package,8559,1148
"As Gina and Victor walked through the theater, Victor offered the package to","As Gina and Frank walked through the theater, Frank offered the package to",Gina,Victor,Frank,ABB,6,the theater,package,43002,12622
"While David and Sam were at the market, David delivered the ticket to","While Liam and Sam were at the market, Liam delivered the ticket to",Sam,David,Liam,BAB,5,the market,ticket,3409,3271
"Once Grace and Tara were at the office, Grace brought the note to","Once Noah and Tara were at the office, Noah brought the note to",Tara,Grace,Noah,BAB,4,the office,note,37723,16156
"When Yara and Kate arrived at the restaurant, Kate passed the key to","When Yara and Iris arrived at the restaurant, Iris passed the key to",Yara,Kate,Iris,ABB,2,the restaurant,key,575,16693
"As Mia and Sam walked through the theater, Sam offered the book to","As Mia and Wendy walked through the theater, Wendy offered the book to",Mia,Sam,Wendy,ABB,6,the theater,book,32189,3409
"As Ella and Uma walked through the hospital, Ella offered the trophy to","As Derek and Uma walked through the hospital, Derek offered the trophy to",Uma,Ella,Derek,BAB,6,the hospital,trophy,471,7122
"When Harry and Noah arrived at the market, Harry passed the gift to","When Ella and Noah arrived at the market, Ella passed the gift to",Noah,Harry,Ella,BAB,2,the market,gift,18394,5850
"When Quinn and Ella visited the restaurant, Ella handed the card to","When Quinn and Mia visited the restaurant, Mia handed the card to",Quinn,Ella,Mia,ABB,1,the restaurant,card,16109,7122
"When Mia and Alice arrived at the office, Mia passed the book to","When Harry and Alice arrived at the office, Harry passed the book to",Alice,Mia,Harry,BAB,2,the office,book,14862,32189
"When Quinn and Ella visited the cafe, Ella handed the card to","When Quinn and Noah visited the cafe, Noah handed the card to",Quinn,Ella,Noah,ABB,1,the cafe,card,16109,7122
"As Henry and Sam walked through the library, Sam offered the key to","As Henry and Frank walked through the library, Frank offered the key to",Henry,Sam,Frank,ABB,6,the library,key,8616,3409
"After Olivia and Iris left the park, Iris sent the wallet to","After Olivia and Gina left the park, Gina sent the wallet to",Olivia,Iris,Gina,ABB,3,the park,wallet,33911,34230
"When Derek and Iris went to the mall, Iris gave the note to","When Derek and Isla went to the mall, Isla gave the note to",Derek,Iris,Isla,ABB,0,the mall,note,20893,34230
"When Kate and Jack visited the beach, Kate handed the map to","When Liam and Jack visited the beach, Liam handed the map to",Jack,Kate,Liam,BAB,1,the beach,map,3619,16693
"When Uma and Gina arrived at the library, Uma passed the book to","When Yara and Gina arrived at the library, Yara passed the book to",Gina,Uma,Yara,BAB,2,the library,book,43002,471
"When Ella and Emma went to the theater, Ella gave the note to","When David and Emma went to the theater, David gave the note to",Emma,Ella,David,BAB,0,the theater,note,18966,7122
"When Rose and Isla visited the cafe, Rose handed the gift to","When Amy and Isla visited the cafe, Amy handed the gift to",Isla,Rose,Amy,BAB,1,the cafe,gift,1148,8049
"As Yara and Frank walked through the school, Frank offered the pen to","As Yara and Sam walked through the school, Sam offered the pen to",Yara,Frank,Sam,ABB,6,the school,pen,575,5278
"While Ella and David were at the library, David delivered the gift to","While Ella and Alice were at the library, Alice delivered the gift to",Ella,David,Alice,ABB,5,the library,gift,7122,3271
"When Harry and Uma visited the school, Uma handed the jacket to","When Harry and Quinn visited the school, Quinn handed the jacket to",Harry,Uma,Quinn,ABB,1,the school,jacket,5850,471
"After Gina and Jack left the park, Jack sent the wallet to","After Gina and David left the park, David sent the wallet to",Gina,Jack,David,ABB,3,the park,wallet,43002,3619
"When Liam and Brian visited the mall, Liam handed the letter to","When Wendy and Brian visited the mall, Wendy handed the letter to",Brian,Liam,Wendy,BAB,1,the mall,letter,8403,31684
"Once Tara and Clara were at the gym, Clara brought the jacket to","Once Tara and Carol were at the gym, Carol brought the jacket to",Tara,Clara,Carol,ABB,4,the gym,jacket,37723,27443
"When Gina and Isla went to the school, Isla gave the bag to","When Gina and Harry went to the school, Harry gave the bag to",Gina,Isla,Harry,ABB,0,the school,bag,43002,1148
"When Tara and Grace arrived at the park, Grace passed the trophy to","When Tara and Iris arrived at the park, Iris passed the trophy to",Tara,Grace,Iris,ABB,2,the park,trophy,37723,16156
"After Derek and Henry left the mall, Henry sent the jacket to","After Derek and Jack left the mall, Jack sent the jacket to",Derek,Henry,Jack,ABB,3,the mall,jacket,20893,8616
"After Carol and Brian left the mall, Brian sent the gift to","After Carol and Bob left the mall, Bob sent the gift to",Carol,Brian,Bob,ABB,3,the mall,gift,5074,8403
"When Harry and Paul arrived at the school, Harry passed the jacket to","When Rose and Paul arrived at the school, Rose passed the jacket to",Paul,Harry,Rose,BAB,2,the school,jacket,3362,5850
"When Clara and Amy visited the park, Clara handed the pen to","When Fred and Amy visited the park, Fred handed the pen to",Amy,Clara,Fred,BAB,1,the park,pen,14235,27443
"While Grace and Clara were at the school, Grace delivered the card to","While Olivia and Clara were at the school, Olivia delivered the card to",Clara,Grace,Olivia,BAB,5,the school,card,27443,16156
"After Jack and Amy left the hospital, Amy sent the wallet to","After Jack and Noah left the hospital, Noah sent the wallet to",Jack,Amy,Noah,ABB,3,the hospital,wallet,3619,14235
"Once Isla and Quinn were at the museum, Quinn brought the bag to","Once Isla and Brian were at the museum, Brian brought the bag to",Isla,Quinn,Brian,ABB,4,the museum,bag,1148,16109
"When Sam and Ella arrived at the library, Ella passed the book to","When Sam and Clara arrived at the library, Clara passed the book to",Sam,Ella,Clara,ABB,2,the library,book,3409,7122
"As Bob and Isla walked through the station, Bob offered the bag to","As Yara and Isla walked through the station, Yara offered the bag to",Isla,Bob,Yara,BAB,6,the station,bag,1148,5811
"As Ella and Brian walked through the mall, Ella offered the trophy to","As Gina and Brian walked through the mall, Gina offered the trophy to",Brian,Ella,Gina,BAB,6,the mall,trophy,8403,7122
"As Jack and Derek walked through the station, Jack offered the letter to","As Uma and Derek walked through the station, Uma offered the letter to",Derek,Jack,Uma,BAB,6,the station,letter,20893,3619
"After Derek and Xander left the cafe, Xander sent the gift to","After Derek and Frank left the cafe, Frank sent the gift to",Derek,Xander,Frank,ABB,3,the cafe,gift,20893,46122
"When Rose and Clara visited the gym, Rose handed the book to","When Fred and Clara visited the gym, Fred handed the book to",Clara,Rose,Fred,BAB,1,the gym,book,27443,8049
"As Rose and Fred walked through the restaurant, Rose offered the bag to","As Uma and Fred walked through the restaurant, Uma offered the bag to",Fred,Rose,Uma,BAB,6,the restaurant,bag,8559,8049
"When Xander and Harry arrived at the cafe, Harry passed the letter to","When Xander and Gina arrived at the cafe, Gina passed the letter to",Xander,Harry,Gina,ABB,2,the cafe,letter,46122,5850
"After Iris and Carol left the park, Carol sent the gift to","After Iris and Tara left the park, Tara sent the gift to",Iris,Carol,Tara,ABB,3,the park,gift,34230,5074
"When Gina and Rose visited the theater, Gina handed the wallet to","When Grace and Rose visited the theater, Grace handed the wallet to",Rose,Gina,Grace,BAB,1,the theater,wallet,8049,43002
"Once Ella and Bob were at the office, Bob brought the phone to","Once Ella and Uma were at the office, Uma brought the phone to",Ella,Bob,Uma,ABB,4,the office,phone,7122,5811
"When Fred and Mia visited the cafe, Mia handed the gift to","When Fred and Henry visited the cafe, Henry handed the gift to",Fred,Mia,Henry,ABB,1,the cafe,gift,8559,32189
"When Isla and Rose went to the restaurant, Rose gave the note to","When Isla and Victor went to the restaurant, Victor gave the note to",Isla,Rose,Victor,ABB,0,the restaurant,note,1148,8049
"When Zach and Emma visited the beach, Emma handed the package to","When Zach and Tara visited the beach, Tara handed the package to",Zach,Emma,Tara,ABB,1,the beach,package,18825,18966
"Once Yara and Paul were at the school, Paul brought the phone to","Once Yara and Fred were at the school, Fred brought the phone to",Yara,Paul,Fred,ABB,4,the school,phone,575,3362
"While Tara and Alice were at the park, Tara delivered the phone to","While Amy and Alice were at the park, Amy delivered the phone to",Alice,Tara,Amy,BAB,5,the park,phone,14862,37723
"While Rose and Sam were at the market, Rose delivered the jacket to","While Iris and Sam were at the market, Iris delivered the jacket to",Sam,Rose,Iris,BAB,5,the market,jacket,3409,8049
"When Kate and Uma arrived at the hospital, Uma passed the trophy to","When Kate and Olivia arrived at the hospital, Olivia passed the trophy to",Kate,Uma,Olivia,ABB,2,the hospital,trophy,16693,471
"When Olivia and Uma visited the cafe, Uma handed the book to","When Olivia and David visited the cafe, David handed the book to",Olivia,Uma,David,ABB,1,the cafe,book,33911,471
"When Clara and Olivia visited the restaurant, Olivia handed the wallet to","When Clara and Isla visited the restaurant, Isla handed the wallet to",Clara,Olivia,Isla,ABB,1,the restaurant,wallet,27443,33911
"When Iris and Wendy went to the market, Iris gave the jacket to","When Quinn and Wendy went to the market, Quinn gave the jacket to",Wendy,Iris,Quinn,BAB,0,the market,jacket,28314,34230
"Once Kate and Rose were at the library, Kate brought the ticket to","Once Emma and Rose were at the library, Emma brought the ticket to",Rose,Kate,Emma,BAB,4,the library,ticket,8049,16693
"While Olivia and Noah were at the museum, Olivia delivered the card to","While Rose and Noah were at the museum, Rose delivered the card to",Noah,Olivia,Rose,BAB,5,the museum,card,18394,33911
